backend,backend_reuse_latency_total_ms,bypassed_matches,dataset,device,dtype,early_layer_attempts,early_layer_hits,energy_source,engine,fast_exact_path_hits,gpu_energy_j,gpu_joules_per_request,gpu_joules_per_total_token,hit_rate,idle_adjusted_gpu_energy_j,idle_adjusted_joules_per_request,logit_guard_attempts,logit_guard_hits,mean_latency_ms,model,n_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_bypass_total,policy_exact_total,policy_plans_total,policy_semantic_partial_total,prompt_mode,recompute_tokens_total,reuse_attempts,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_blocked_by_backend_total,semantic_matches_total,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,semantic_queries_total,semantic_scaffold_store_successes,service_throughput_rps,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,throughput_rps,wasted_compute_ratio
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,705.488,44.093,0.0788254748603352,0.0,564.2401961792417,35.26501226120261,,,92.41765643855615,google/gemma-4-26B-A4B-it,16,91.96094000071753,96.96768426147173,101.68025525854318,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,10.820443176514107,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,4.570391851168169,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,658.59,41.161875,0.0735854748603352,0.0,516.2660282013627,32.26662676258517,,,92.82684743629943,google/gemma-4-26B-A4B-it,16,91.6772954951739,98.71165299773565,104.4606345873035,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,10.772745467697048,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json,,,5.331161100215038,0.0
hf,1320.0623779703164,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,15,641.087,40.0679375,0.07162983240223464,0.9375,516.5868128352165,32.28667580220103,,,88.91725743706047,google/gemma-4-26B-A4B-it,16,87.5871285024914,95.81187625371967,102.7928408504522,1,15,16,0,semantic,7030,15,15,1920,1,0,0,42,0,31,0.0,0,0,0,0,0,0.0,16,0,11.246410751117057,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json,,,5.331875808205766,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,1630.976,101.936,0.18223195530726258,0.0,1475.703097305627,92.23144358160168,,,151.3476829350111,google/gemma-4-31B-it,16,151.51825699285837,154.16894998634234,154.48507559485734,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,6.60730300330664,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,3.999229209553381,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,1641.211,102.5756875,0.18337553072625698,0.0,1449.929418570132,90.62058866063325,,,151.56110456246097,google/gemma-4-31B-it,16,151.4281304916949,154.39003424398834,154.42389645177172,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,6.597998892175417,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.9987679905818445,0.0
hf,1999.7143159707775,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,15,1464.686,91.542875,0.16365206703910615,0.9375,1294.887313922035,80.93045712012719,,,134.35075831512222,google/gemma-4-31B-it,16,133.34653850324685,138.67802350432612,149.8696063121315,1,15,16,0,semantic,7030,15,15,1920,1,0,0,42,0,31,0.0,0,0,0,0,0,0.0,16,0,7.443203243069766,results_smoke_gemma4_31b_26b_a4b_longprefix_smoke_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.570388063813314,0.0
