model,dataset,engine,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,energy_reduction_vs_no_cache_pct,idle_adjusted_energy_reduction_vs_no_cache_pct,hit_rate,reuse_successes,reused_prefix_tokens_total,wasted_compute_ratio
Qwen/Qwen2.5-32B-Instruct,ag_news,shadow_kv,0.99398299524782,0.9931068734275984,-1.3584210256400238,2.4451661478015216,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,ag_news,shadow_kv_plus,1.1273392359596113,1.1507431417007394,12.287346989040634,16.298416746175473,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,alpaca_eval,shadow_kv,0.9989486646610144,0.9984431178970916,0.45127143418738,1.1751018479091355,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,alpaca_eval,shadow_kv_plus,1.1353898655382413,1.155735596078687,13.737358045337151,14.014872385875243,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,banking77,shadow_kv,0.9988333017036614,1.0016854330296108,0.2194011604004213,1.3098969886700145,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,banking77,shadow_kv_plus,1.132488241341678,1.1601730024363666,13.35862843794124,14.594093683322074,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,cnn_dailymail,shadow_kv,0.9976073868336808,0.9961227038485384,-0.5385687517603358,0.3992348251995598,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,cnn_dailymail,shadow_kv_plus,1.056944660744541,1.0066133343336192,5.808352927574454,6.547618178050475,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,daily_dialog,shadow_kv,1.000832122213088,1.000693656011478,0.2151830844777814,-0.2389384075809669,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,daily_dialog,shadow_kv_plus,1.1261475133164822,1.11066422905762,13.173653611227191,13.92426814651966,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,dolly,shadow_kv,0.9985702154422618,0.9985168688052178,-1.252476287266408,-0.7812337036307024,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,dolly,shadow_kv_plus,1.11836040135776,1.106876785111756,11.685461576417923,11.462458519375351,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,oasst1,shadow_kv,0.9995866998294164,0.9982089923726912,0.1489639953553342,0.6149535930967678,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,oasst1,shadow_kv_plus,1.1226743452777634,1.0607850067299152,12.18080626331728,12.336127986035276,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,samsum,shadow_kv,0.998359217362926,0.9976336672962444,0.301203824694214,0.7440793766578102,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,samsum,shadow_kv_plus,1.1084591751269768,1.0912045880518817,10.948566910385406,10.84667118770022,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,ultrachat,shadow_kv,0.9977527480917135,0.9969197216823976,-0.4844815563046813,0.0510352867674695,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,ultrachat,shadow_kv_plus,1.0871786544762765,1.0973164254555736,9.441017148860723,10.762724483805597,0.9921875,127,16256,0.0
Qwen/Qwen2.5-32B-Instruct,xsum,shadow_kv,0.9986508335468632,0.9981749184616442,0.4425074871273867,1.661213571264303,0.0,0,0,0.0
Qwen/Qwen2.5-32B-Instruct,xsum,shadow_kv_plus,1.077463836151464,1.002352492124087,8.169371391891891,9.669441287096472,0.9921875,127,16256,0.0
