model,cells,mean_speedup_vs_no_cache,p95_speedup_vs_no_cache,energy_reduction_vs_no_cache_pct,idle_adjusted_energy_reduction_vs_no_cache_pct,cells_below_mean_parity,cells_below_p95_parity,mean_speedup_min,mean_speedup_max
Qwen/Qwen2.5-1.5B-Instruct,10,0.8548530435716805,0.8660872752941232,-0.21836225319946836,2.773648109125079,10,10,0.814172188763718,0.8824135608069154
Qwen/Qwen2.5-3B-Instruct,10,0.9588618640167856,0.9379820940147857,4.932766493167383,7.083127783610168,10,9,0.8380465857655135,0.9984790653148724
TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.8359493917930256,0.8516892843031083,-6.189810240156414,-7.519682843817563,10,10,0.7924419606974601,0.8759836335385842
google/gemma-4-12B-it,10,1.430194224483935,1.5317323085446695,28.35258963293227,30.864779779194883,0,0,1.0690743365677182,2.332520458347732
google/gemma-4-E2B-it,10,1.27723395953863,1.2886570706547287,24.7293177765723,30.598432205224533,0,0,1.0910552728670482,1.683947021395171
gpt2,10,0.7619310269789203,0.8178590535563472,0.09179275140414464,6.293487063730062,10,10,0.7043037253147977,0.8549034459667048
microsoft/Phi-3-mini-4k-instruct,10,0.9129450677944428,0.9189274389863421,0.2251808130574525,1.7095695037187653,10,10,0.8632814896041112,0.9497978262945448
