source,engine,workload,dataset,prompt_mode,n_requests,mean_latency_ms,speedup_vs_no_cache,cache_hit_rate,wasted_compute_ratio,reuse_density,reused_prefix_tokens_total,recompute_tokens_total,policy_net_utility_ms,semantic_partial_hits,layer_reuse_events
results/results_T4_123_raw.zip!gpt2/oasst1/benchmark_hf_gpt2_public_dataset_oasst1_raw_cuda_0.json,shadow_kv,public_dataset,oasst1,raw,64,13.947080,1.157299,0.000000,0.000000,0.000000,0.0,12672.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,no_cache,public_dataset,samsum,raw,64,15.550891,1.000000,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,reactive_prefix_cache,public_dataset,samsum,raw,64,14.434913,1.077311,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,greedy_prefix_cache,public_dataset,samsum,raw,64,12.524805,1.241607,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,samsum,raw,64,11.184698,1.390372,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,frequency_speculative,public_dataset,samsum,raw,64,13.696407,1.135399,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/samsum/benchmark_hf_gpt2_public_dataset_samsum_raw_cuda_0.json,shadow_kv,public_dataset,samsum,raw,64,11.914006,1.305261,0.000000,0.000000,0.000000,0.0,10876.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,no_cache,public_dataset,ultrachat,raw,64,18.171025,1.000000,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,reactive_prefix_cache,public_dataset,ultrachat,raw,64,14.569843,1.247167,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,greedy_prefix_cache,public_dataset,ultrachat,raw,64,14.554290,1.248500,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,ultrachat,raw,64,15.158452,1.198739,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,frequency_speculative,public_dataset,ultrachat,raw,64,13.660229,1.330214,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/ultrachat/benchmark_hf_gpt2_public_dataset_ultrachat_raw_cuda_0.json,shadow_kv,public_dataset,ultrachat,raw,64,15.022263,1.209606,0.000000,0.000000,0.000000,0.0,19654.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,no_cache,public_dataset,xsum,raw,64,18.200239,1.000000,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,reactive_prefix_cache,public_dataset,xsum,raw,64,14.119737,1.288993,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,greedy_prefix_cache,public_dataset,xsum,raw,64,16.114438,1.129437,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,xsum,raw,64,14.092576,1.291477,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,frequency_speculative,public_dataset,xsum,raw,64,14.427768,1.261473,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!gpt2/xsum/benchmark_hf_gpt2_public_dataset_xsum_raw_cuda_0.json,shadow_kv,public_dataset,xsum,raw,64,13.511897,1.346979,0.000000,0.000000,0.000000,0.0,20182.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,no_cache,public_dataset,ag_news,raw,64,70.916427,1.000000,0.000000,0.000000,0.000000,0.0,6289.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,reactive_prefix_cache,public_dataset,ag_news,raw,64,68.095232,1.041430,0.000000,0.000000,0.003816,24.0,6265.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,greedy_prefix_cache,public_dataset,ag_news,raw,64,67.091897,1.057004,0.000000,0.000000,0.000000,0.0,6289.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,ag_news,raw,64,66.066666,1.073407,0.000000,0.000000,0.000000,0.0,6289.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,frequency_speculative,public_dataset,ag_news,raw,64,109.979971,0.644812,0.000000,1.000000,0.232787,1464.0,4825.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ag_news/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ag_news_raw_cuda_0.json,shadow_kv,public_dataset,ag_news,raw,64,70.308291,1.008650,0.000000,1.000000,0.232787,1464.0,4825.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,no_cache,public_dataset,alpaca_eval,raw,64,64.488666,1.000000,0.000000,0.000000,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,reactive_prefix_cache,public_dataset,alpaca_eval,raw,64,55.856363,1.154545,0.000000,0.000000,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,greedy_prefix_cache,public_dataset,alpaca_eval,raw,64,57.090689,1.129583,0.000000,0.000000,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,alpaca_eval,raw,64,57.884342,1.114095,0.000000,0.000000,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,frequency_speculative,public_dataset,alpaca_eval,raw,64,60.907133,1.058803,0.000000,0.770326,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/alpaca_eval/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_alpaca_eval_raw_cuda_0.json,shadow_kv,public_dataset,alpaca_eval,raw,64,58.307840,1.106003,0.000000,0.000000,0.000000,0.0,3149.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,no_cache,public_dataset,banking77,raw,64,63.868356,1.000000,0.000000,0.000000,0.000000,0.0,2935.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,reactive_prefix_cache,public_dataset,banking77,raw,64,57.268883,1.115237,0.000000,0.000000,0.008177,24.0,2911.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,greedy_prefix_cache,public_dataset,banking77,raw,64,54.562450,1.170555,0.000000,0.000000,0.000000,0.0,2935.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,banking77,raw,64,59.865084,1.066872,0.000000,0.000000,0.318910,936.0,1999.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,frequency_speculative,public_dataset,banking77,raw,64,99.268376,0.643391,0.000000,1.000000,0.506985,1488.0,1447.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/banking77/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_banking77_raw_cuda_0.json,shadow_kv,public_dataset,banking77,raw,64,58.598023,1.089940,0.000000,1.000000,0.506985,1488.0,1447.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,no_cache,public_dataset,cnn_dailymail,raw,64,248.423891,1.000000,0.000000,0.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,reactive_prefix_cache,public_dataset,cnn_dailymail,raw,64,271.812578,0.913953,0.000000,0.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,greedy_prefix_cache,public_dataset,cnn_dailymail,raw,64,263.733531,0.941950,0.000000,0.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,cnn_dailymail,raw,64,268.423512,0.925492,0.000000,0.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,frequency_speculative,public_dataset,cnn_dailymail,raw,64,269.240595,0.922684,0.000000,1.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/cnn_dailymail/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_cnn_dailymail_raw_cuda_0.json,shadow_kv,public_dataset,cnn_dailymail,raw,64,275.399236,0.902050,0.000000,1.000000,0.000000,0.0,27494.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,no_cache,public_dataset,daily_dialog,raw,64,78.327079,1.000000,0.000000,0.000000,0.000000,0.0,7107.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,reactive_prefix_cache,public_dataset,daily_dialog,raw,64,75.634905,1.035594,0.000000,0.000000,0.004503,32.0,7075.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,greedy_prefix_cache,public_dataset,daily_dialog,raw,64,82.311879,0.951589,0.000000,0.000000,0.000000,0.0,7107.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,daily_dialog,raw,64,79.970279,0.979452,0.000000,0.000000,0.004503,32.0,7075.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,frequency_speculative,public_dataset,daily_dialog,raw,64,110.444645,0.709198,0.000000,0.976545,0.351203,2496.0,4611.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/daily_dialog/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_daily_dialog_raw_cuda_0.json,shadow_kv,public_dataset,daily_dialog,raw,64,73.592673,1.064333,0.000000,0.472131,0.346700,2464.0,4643.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,no_cache,public_dataset,dolly,raw,64,86.990965,1.000000,0.000000,0.000000,0.000000,0.0,7164.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,reactive_prefix_cache,public_dataset,dolly,raw,64,87.285137,0.996630,0.000000,0.000000,0.003350,24.0,7140.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,greedy_prefix_cache,public_dataset,dolly,raw,64,90.222057,0.964187,0.000000,0.000000,0.000000,0.0,7164.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,dolly,raw,64,88.741776,0.980271,0.000000,0.000000,0.011167,80.0,7084.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,frequency_speculative,public_dataset,dolly,raw,64,128.004152,0.679595,0.000000,1.000000,0.157454,1128.0,6036.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/dolly/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_dolly_raw_cuda_0.json,shadow_kv,public_dataset,dolly,raw,64,89.930495,0.967313,0.000000,1.000000,0.088219,632.0,6532.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,no_cache,public_dataset,oasst1,raw,64,106.635000,1.000000,0.000000,0.000000,0.000000,0.0,10664.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,reactive_prefix_cache,public_dataset,oasst1,raw,64,109.826657,0.970939,0.000000,0.000000,0.003001,32.0,10632.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,greedy_prefix_cache,public_dataset,oasst1,raw,64,119.972385,0.888830,0.000000,0.000000,0.000000,0.0,10664.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,oasst1,raw,64,109.497188,0.973861,0.000000,0.000000,0.006002,64.0,10600.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,frequency_speculative,public_dataset,oasst1,raw,64,152.545461,0.699038,0.000000,0.991275,0.124531,1328.0,9336.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/oasst1/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_oasst1_raw_cuda_0.json,shadow_kv,public_dataset,oasst1,raw,64,111.278323,0.958273,0.000000,1.000000,0.050263,536.0,10128.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,no_cache,public_dataset,samsum,raw,64,115.055837,1.000000,0.000000,0.000000,0.000000,0.0,12054.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,reactive_prefix_cache,public_dataset,samsum,raw,64,117.892262,0.975941,0.000000,0.000000,0.002655,32.0,12022.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,greedy_prefix_cache,public_dataset,samsum,raw,64,125.166408,0.919223,0.000000,0.000000,0.000000,0.0,12054.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,samsum,raw,64,116.118214,0.990851,0.000000,0.000000,0.000000,0.0,12054.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,frequency_speculative,public_dataset,samsum,raw,64,152.567186,0.754132,0.000000,0.961653,0.159283,1920.0,10134.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/samsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_samsum_raw_cuda_0.json,shadow_kv,public_dataset,samsum,raw,64,114.215905,1.007354,0.000000,0.194352,0.132736,1600.0,10454.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,no_cache,public_dataset,ultrachat,raw,64,193.758420,1.000000,0.000000,0.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,reactive_prefix_cache,public_dataset,ultrachat,raw,64,208.693169,0.928437,0.000000,0.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,greedy_prefix_cache,public_dataset,ultrachat,raw,64,207.523007,0.933672,0.000000,0.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,ultrachat,raw,64,207.969835,0.931666,0.000000,0.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,frequency_speculative,public_dataset,ultrachat,raw,64,208.933535,0.927369,0.000000,1.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/ultrachat/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_ultrachat_raw_cuda_0.json,shadow_kv,public_dataset,ultrachat,raw,64,216.153736,0.896392,0.000000,1.000000,0.000000,0.0,22615.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,no_cache,public_dataset,xsum,raw,64,204.309806,1.000000,0.000000,0.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,reactive_prefix_cache,public_dataset,xsum,raw,64,220.389499,0.927040,0.000000,0.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,greedy_prefix_cache,public_dataset,xsum,raw,64,235.742086,0.866667,0.000000,0.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,strict_reactive_prefix_cache,public_dataset,xsum,raw,64,220.365686,0.927140,0.000000,0.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,frequency_speculative,public_dataset,xsum,raw,64,238.078719,0.858161,0.000000,1.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_raw.zip!microsoft_Phi-3-mini-4k-instruct/xsum/benchmark_hf_microsoft_Phi-3-mini-4k-instruct_public_dataset_xsum_raw_cuda_0.json,shadow_kv,public_dataset,xsum,raw,64,231.272051,0.883418,0.000000,1.000000,0.000000,0.0,23209.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,no_cache,public_dataset,ag_news,templated,64,43.781965,1.000000,0.000000,0.000000,0.000000,0.0,9950.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,reactive_prefix_cache,public_dataset,ag_news,templated,64,46.528054,0.940980,0.000000,0.000000,0.462211,4599.0,5351.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,greedy_prefix_cache,public_dataset,ag_news,templated,64,44.487224,0.984147,0.000000,0.000000,0.462211,4599.0,5351.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,strict_reactive_prefix_cache,public_dataset,ag_news,templated,64,44.766611,0.978005,0.000000,0.000000,0.462211,4599.0,5351.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,frequency_speculative,public_dataset,ag_news,templated,64,43.206054,1.013329,0.000000,0.000000,0.447538,4453.0,5497.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/ag_news/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_ag_news_templated_cuda_0.json,shadow_kv,public_dataset,ag_news,templated,64,42.504381,1.030058,0.000000,0.000000,0.454874,4526.0,5424.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/alpaca_eval/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_alpaca_eval_templated_cuda_0.json,no_cache,public_dataset,alpaca_eval,templated,64,40.829797,1.000000,0.000000,0.000000,0.000000,0.0,7290.0,0.000000,0.0,0.0
results/results_T4_123_templated.zip!Qwen_Qwen2.5-1.5B-Instruct/alpaca_eval/benchmark_hf_Qwen_Qwen2.5-1.5B-Instruct_public_dataset_alpaca_eval_templated_cuda_0.json,reactive_prefix_cache,public_dataset,alpaca_eval,templated,64,40.555662,1.006759,0.000000,0.000000,0.613580,4473.0,2817.0,0.000000,0.0,0.0
