engine,model,mode,seed,dataset,latency_ms,speedup,hit_rate,waste
no_cache,TinyLlama-1.1B,semantic,42,daily_dialog,61.87,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,42,dolly,60.49,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,42,oasst1,68.73,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,42,samsum,88.0,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,42,ultrachat,132.12,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,42,xsum,137.44,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,ag_news,55.67,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,alpaca_eval,44.11,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,banking77,44.73,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,cnn_dailymail,161.93,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,daily_dialog,63.18,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,dolly,63.52,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,oasst1,79.69,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,samsum,86.26,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,ultrachat,134.61,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,123,xsum,140.49,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,ag_news,54.35,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,alpaca_eval,44.23,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,banking77,44.8,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,cnn_dailymail,160.47,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,daily_dialog,66.22,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,dolly,58.53,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,oasst1,71.28,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,samsum,82.9,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,ultrachat,136.46,1.0,0.0,0.0
no_cache,TinyLlama-1.1B,semantic,456,xsum,130.41,1.0,0.0,0.0
shadow_kv,Gemma-2B,raw,42,ag_news,72.96,1.1459,0.9688,1.0
shadow_kv,Gemma-2B,raw,42,alpaca_eval,68.7,0.9478,0.0,0.0
shadow_kv,Gemma-2B,raw,42,banking77,68.63,0.9706,0.1562,1.0
shadow_kv,Gemma-2B,raw,42,cnn_dailymail,343.91,0.9949,0.0,1.0
shadow_kv,Gemma-2B,raw,42,daily_dialog,86.22,1.1869,0.9688,1.0
shadow_kv,Gemma-2B,raw,42,dolly,104.27,0.9759,0.125,1.0
shadow_kv,Gemma-2B,raw,42,oasst1,110.8,1.0002,0.1875,1.0
shadow_kv,Gemma-2B,raw,42,samsum,158.58,1.0307,0.2969,1.0
shadow_kv,Gemma-2B,raw,42,ultrachat,286.3,0.9938,0.0,1.0
shadow_kv,Gemma-2B,raw,42,xsum,288.22,0.9922,0.0,1.0
shadow_kv,Gemma-2B,raw,123,ag_news,79.95,1.1428,0.9531,1.0
shadow_kv,Gemma-2B,raw,123,alpaca_eval,69.33,0.9577,0.0,0.0
shadow_kv,Gemma-2B,raw,123,banking77,70.03,0.9566,0.1875,1.0
shadow_kv,Gemma-2B,raw,123,cnn_dailymail,344.92,0.9932,0.0,1.0
shadow_kv,Gemma-2B,raw,123,daily_dialog,90.45,1.1633,0.9688,1.0
shadow_kv,Gemma-2B,raw,123,dolly,111.85,0.9843,0.2031,1.0
shadow_kv,Gemma-2B,raw,123,oasst1,127.7,1.0246,0.4844,1.0
shadow_kv,Gemma-2B,raw,123,samsum,146.81,1.09,0.7188,1.0
shadow_kv,Gemma-2B,raw,123,ultrachat,288.59,0.9916,0.0,1.0
shadow_kv,Gemma-2B,raw,123,xsum,292.96,0.9919,0.0,1.0
shadow_kv,Gemma-2B,raw,456,ag_news,74.61,1.1547,0.9688,1.0
shadow_kv,Gemma-2B,raw,456,alpaca_eval,69.62,0.9548,0.0,0.0
shadow_kv,Gemma-2B,raw,456,banking77,74.45,0.8832,0.9688,1.0
shadow_kv,Gemma-2B,raw,456,cnn_dailymail,337.69,0.9931,0.0,1.0
shadow_kv,Gemma-2B,raw,456,daily_dialog,100.07,1.1649,0.9375,1.0
shadow_kv,Gemma-2B,raw,456,dolly,99.28,0.9766,0.2188,1.0
shadow_kv,Gemma-2B,raw,456,oasst1,116.51,1.0043,0.25,0.3745
shadow_kv,Gemma-2B,raw,456,samsum,137.29,1.0589,0.5,1.0
shadow_kv,Gemma-2B,raw,456,ultrachat,291.04,0.9932,0.0,1.0
shadow_kv,Gemma-2B,raw,456,xsum,278.48,0.9932,0.0,1.0
shadow_kv,Gemma-2B,templated,42,ag_news,89.78,1.7177,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,alpaca_eval,69.27,1.7622,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,banking77,70.51,1.6601,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,cnn_dailymail,347.5,1.1862,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,daily_dialog,107.94,1.6637,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,dolly,105.98,1.5355,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,oasst1,115.98,1.5668,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,samsum,166.93,1.4722,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,ultrachat,290.57,1.2325,0.9844,0.0
shadow_kv,Gemma-2B,templated,42,xsum,289.35,1.2566,0.9844,0.0
shadow_kv,Gemma-2B,templated,123,ag_news,98.35,1.6573,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,alpaca_eval,74.66,1.6578,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,banking77,72.45,1.6525,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,cnn_dailymail,349.05,1.1772,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,daily_dialog,111.59,1.6433,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,dolly,116.14,1.4369,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,oasst1,137.48,1.4529,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,samsum,169.19,1.4523,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,ultrachat,294.37,1.239,0.9688,0.0
shadow_kv,Gemma-2B,templated,123,xsum,299.66,1.2282,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,ag_news,94.38,1.6501,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,alpaca_eval,72.73,1.656,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,banking77,73.62,1.5817,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,cnn_dailymail,343.35,1.1961,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,daily_dialog,123.51,1.5586,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,dolly,104.23,1.4983,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,oasst1,124.69,1.4843,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,samsum,153.94,1.4824,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,ultrachat,298.08,1.2179,0.9688,0.0
shadow_kv,Gemma-2B,templated,456,xsum,282.67,1.2238,0.9688,0.0
shadow_kv,Gemma-2B,semantic,42,ag_news,91.07,1.1313,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,alpaca_eval,71.98,1.0768,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,banking77,72.5,1.146,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,cnn_dailymail,349.48,1.1096,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,daily_dialog,111.27,1.1488,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,dolly,108.07,1.1416,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,oasst1,118.48,1.1503,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,samsum,171.77,1.116,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,ultrachat,293.66,1.0108,0.9062,0.0
shadow_kv,Gemma-2B,semantic,42,xsum,292.88,1.0929,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,ag_news,97.51,1.1581,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,alpaca_eval,73.48,1.0757,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,banking77,72.45,1.1383,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,cnn_dailymail,351.83,1.0777,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,daily_dialog,113.65,1.144,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,dolly,116.66,1.1065,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,oasst1,138.3,1.1179,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,samsum,169.18,1.0891,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,ultrachat,293.43,1.0294,0.9062,0.0
shadow_kv,Gemma-2B,semantic,123,xsum,299.07,1.1065,0.9062,0.0
shadow_kv,Gemma-2B,semantic,456,ag_news,90.17,1.1621,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,alpaca_eval,70.25,1.1435,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,banking77,70.15,1.1516,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,cnn_dailymail,344.17,1.0951,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,daily_dialog,121.75,1.1646,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,dolly,102.73,1.1217,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,oasst1,121.91,1.1381,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,samsum,152.09,1.1601,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,ultrachat,295.45,1.0289,0.9219,0.0
shadow_kv,Gemma-2B,semantic,456,xsum,278.15,1.0843,0.9219,0.0
shadow_kv,GPT-2,raw,42,ag_news,16.85,0.9592,0.0,1.0
shadow_kv,GPT-2,raw,42,alpaca_eval,19.71,0.9697,0.0,0.0
shadow_kv,GPT-2,raw,42,banking77,19.05,0.7695,0.0,1.0
shadow_kv,GPT-2,raw,42,cnn_dailymail,20.38,1.0076,0.0,0.0
shadow_kv,GPT-2,raw,42,daily_dialog,18.43,0.7994,0.0,1.0
shadow_kv,GPT-2,raw,42,dolly,19.43,0.972,0.0,1.0
shadow_kv,GPT-2,raw,42,oasst1,14.28,1.3276,0.0,1.0
shadow_kv,GPT-2,raw,42,samsum,14.03,1.0734,0.0,0.0
shadow_kv,GPT-2,raw,42,ultrachat,18.04,1.0914,0.0,0.0
shadow_kv,GPT-2,raw,42,xsum,20.75,0.9727,0.0,0.0
shadow_kv,GPT-2,raw,123,ag_news,18.73,0.8827,0.0,0.0
shadow_kv,GPT-2,raw,123,alpaca_eval,19.42,0.8728,0.0,0.0
shadow_kv,GPT-2,raw,123,banking77,12.34,1.353,0.0,0.0
shadow_kv,GPT-2,raw,123,cnn_dailymail,19.77,0.9992,0.0,0.0
shadow_kv,GPT-2,raw,123,daily_dialog,18.08,0.8528,0.0,0.0
shadow_kv,GPT-2,raw,123,dolly,19.49,0.9474,0.0,0.0
shadow_kv,GPT-2,raw,123,oasst1,19.64,0.9741,0.0,1.0
shadow_kv,GPT-2,raw,123,samsum,16.77,1.1214,0.0,0.0
shadow_kv,GPT-2,raw,123,ultrachat,17.9,1.0251,0.0,0.0
shadow_kv,GPT-2,raw,123,xsum,18.89,1.028,0.0,0.0
shadow_kv,GPT-2,raw,456,ag_news,16.27,0.9904,0.0,1.0
shadow_kv,GPT-2,raw,456,alpaca_eval,20.16,0.9001,0.0,0.0
shadow_kv,GPT-2,raw,456,banking77,18.05,0.8353,0.0,1.0
shadow_kv,GPT-2,raw,456,cnn_dailymail,20.86,1.0074,0.0,0.0
shadow_kv,GPT-2,raw,456,daily_dialog,14.44,1.0104,0.0,1.0
shadow_kv,GPT-2,raw,456,dolly,20.4,0.9534,0.0,1.0
shadow_kv,GPT-2,raw,456,oasst1,20.44,0.9242,0.0,0.4345
shadow_kv,GPT-2,raw,456,samsum,14.0,1.4752,0.0,0.0
shadow_kv,GPT-2,raw,456,ultrachat,21.7,0.9395,0.0,0.0
shadow_kv,GPT-2,raw,456,xsum,21.6,0.9735,0.0,0.0
shadow_kv,GPT-2,templated,42,ag_news,26.18,0.7345,0.9844,0.0
shadow_kv,GPT-2,templated,42,alpaca_eval,14.74,1.0142,0.9844,0.0
shadow_kv,GPT-2,templated,42,banking77,17.37,1.0359,0.9844,0.0
shadow_kv,GPT-2,templated,42,cnn_dailymail,23.97,1.0069,0.9844,0.0
shadow_kv,GPT-2,templated,42,daily_dialog,20.25,0.9985,0.9844,0.0
shadow_kv,GPT-2,templated,42,dolly,21.66,0.8484,0.9844,0.0
shadow_kv,GPT-2,templated,42,oasst1,20.05,0.9995,0.9844,0.0
shadow_kv,GPT-2,templated,42,samsum,22.08,0.945,0.9844,0.0
shadow_kv,GPT-2,templated,42,ultrachat,22.21,0.9668,0.9844,0.0
shadow_kv,GPT-2,templated,42,xsum,20.62,1.0504,0.9844,0.0
shadow_kv,GPT-2,templated,123,ag_news,20.01,0.9568,0.9844,0.0
shadow_kv,GPT-2,templated,123,alpaca_eval,21.54,0.7389,0.9688,0.0
shadow_kv,GPT-2,templated,123,banking77,15.11,1.2529,0.9844,0.0
shadow_kv,GPT-2,templated,123,cnn_dailymail,23.41,1.0149,0.9844,0.0
shadow_kv,GPT-2,templated,123,daily_dialog,18.26,1.0666,0.9844,0.0
shadow_kv,GPT-2,templated,123,dolly,21.44,0.8876,0.9844,0.0
shadow_kv,GPT-2,templated,123,oasst1,19.55,1.0404,0.9844,0.0
shadow_kv,GPT-2,templated,123,samsum,21.95,0.9045,0.9844,0.0
shadow_kv,GPT-2,templated,123,ultrachat,21.67,0.9983,0.9844,0.0
shadow_kv,GPT-2,templated,123,xsum,22.02,0.9861,0.9844,0.0
shadow_kv,GPT-2,templated,456,ag_news,18.96,0.885,0.9688,0.0
shadow_kv,GPT-2,templated,456,alpaca_eval,23.42,0.8981,0.9688,0.0
shadow_kv,GPT-2,templated,456,banking77,22.69,0.8955,0.9688,0.0
shadow_kv,GPT-2,templated,456,cnn_dailymail,24.04,0.9888,0.9844,0.0
shadow_kv,GPT-2,templated,456,daily_dialog,21.31,0.9253,0.9688,0.0
shadow_kv,GPT-2,templated,456,dolly,22.65,0.8247,0.9688,0.0
shadow_kv,GPT-2,templated,456,oasst1,23.25,0.8874,0.9688,0.0
shadow_kv,GPT-2,templated,456,samsum,23.26,0.7935,0.9688,0.0
shadow_kv,GPT-2,templated,456,ultrachat,23.1,0.9507,0.9844,0.0
shadow_kv,GPT-2,templated,456,xsum,23.09,0.9086,0.9688,0.0
shadow_kv,GPT-2,semantic,42,ag_news,20.65,0.8877,0.9062,0.0
shadow_kv,GPT-2,semantic,42,alpaca_eval,19.68,0.8728,0.9062,0.0
shadow_kv,GPT-2,semantic,42,banking77,21.01,0.9349,0.9062,0.0
shadow_kv,GPT-2,semantic,42,cnn_dailymail,24.17,0.8957,0.875,0.0
shadow_kv,GPT-2,semantic,42,daily_dialog,16.25,1.202,0.875,0.0
shadow_kv,GPT-2,semantic,42,dolly,17.16,1.1437,0.9062,0.0
shadow_kv,GPT-2,semantic,42,oasst1,20.39,0.904,0.8594,0.0
shadow_kv,GPT-2,semantic,42,samsum,21.79,0.8908,0.8906,0.0
shadow_kv,GPT-2,semantic,42,ultrachat,22.48,0.8337,0.875,0.0
shadow_kv,GPT-2,semantic,42,xsum,22.53,0.8595,0.875,0.0
shadow_kv,GPT-2,semantic,123,ag_news,21.61,0.6981,0.875,0.0
shadow_kv,GPT-2,semantic,123,alpaca_eval,15.31,1.0784,0.9062,0.0
shadow_kv,GPT-2,semantic,123,banking77,20.49,0.8378,0.9062,0.0
shadow_kv,GPT-2,semantic,123,cnn_dailymail,24.17,0.9001,0.875,0.0
shadow_kv,GPT-2,semantic,123,daily_dialog,20.58,0.7961,0.9219,0.0
shadow_kv,GPT-2,semantic,123,dolly,19.51,0.7238,0.875,0.0
shadow_kv,GPT-2,semantic,123,oasst1,19.0,1.0212,0.8438,0.0
shadow_kv,GPT-2,semantic,123,samsum,20.11,0.8437,0.9219,0.0
shadow_kv,GPT-2,semantic,123,ultrachat,21.81,0.9078,0.875,0.0
shadow_kv,GPT-2,semantic,123,xsum,23.86,0.8422,0.875,0.0
shadow_kv,GPT-2,semantic,456,ag_news,17.91,1.0386,0.8906,0.0
shadow_kv,GPT-2,semantic,456,alpaca_eval,14.9,1.2656,0.9219,0.0
shadow_kv,GPT-2,semantic,456,banking77,20.03,0.7916,0.9219,0.0
shadow_kv,GPT-2,semantic,456,cnn_dailymail,24.28,0.8975,0.875,0.0
shadow_kv,GPT-2,semantic,456,daily_dialog,23.54,0.6984,0.9219,0.0
shadow_kv,GPT-2,semantic,456,dolly,15.59,1.0485,0.9219,0.0
shadow_kv,GPT-2,semantic,456,oasst1,24.0,0.7466,0.8906,0.0
shadow_kv,GPT-2,semantic,456,samsum,17.14,1.0779,0.875,0.0
shadow_kv,GPT-2,semantic,456,ultrachat,24.72,0.7971,0.875,0.0
shadow_kv,GPT-2,semantic,456,xsum,23.81,0.7955,0.875,0.0
shadow_kv,Qwen2.5-1.5B,raw,42,ag_news,55.48,1.0045,0.9688,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,alpaca_eval,90.53,0.5243,0.0,0.0
shadow_kv,Qwen2.5-1.5B,raw,42,banking77,50.89,0.9616,0.1094,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,cnn_dailymail,231.65,0.9926,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,daily_dialog,74.56,0.908,0.5938,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,dolly,72.99,0.9683,0.0938,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,oasst1,85.93,0.8911,0.1562,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,samsum,101.46,1.0027,0.1406,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,ultrachat,182.37,0.9918,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,42,xsum,191.63,0.9928,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,ag_news,59.55,1.0117,0.9531,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,alpaca_eval,117.02,0.4793,0.0,0.0
shadow_kv,Qwen2.5-1.5B,raw,123,banking77,53.9,0.9024,0.75,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,cnn_dailymail,230.14,0.9919,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,daily_dialog,65.87,1.0426,0.7188,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,dolly,74.23,0.9706,0.1094,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,oasst1,100.28,0.9672,0.1875,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,samsum,99.34,1.0321,0.5156,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,ultrachat,184.6,0.9902,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,123,xsum,194.86,0.991,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,ag_news,59.59,0.9469,0.9688,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,alpaca_eval,93.74,0.5107,0.0,0.0
shadow_kv,Qwen2.5-1.5B,raw,456,banking77,56.15,0.8786,0.9688,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,cnn_dailymail,228.6,0.9891,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,daily_dialog,72.97,1.0073,0.3281,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,dolly,67.64,0.9704,0.1562,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,oasst1,85.53,0.9726,0.1406,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,samsum,91.65,1.0207,0.4531,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,ultrachat,188.44,0.9907,0.0,1.0
shadow_kv,Qwen2.5-1.5B,raw,456,xsum,179.88,0.9842,0.0,0.4129
shadow_kv,Qwen2.5-1.5B,templated,42,ag_news,71.23,1.304,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,alpaca_eval,55.76,1.3935,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,banking77,54.37,1.4325,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,cnn_dailymail,238.34,1.1729,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,daily_dialog,72.28,1.4321,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,dolly,82.03,1.2667,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,oasst1,81.3,1.3715,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,samsum,106.59,1.386,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,ultrachat,189.65,1.2194,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,42,xsum,196.76,1.2229,0.9844,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,ag_news,66.93,1.4609,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,alpaca_eval,70.67,1.0995,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,banking77,70.49,1.1095,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,cnn_dailymail,237.59,1.1729,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,daily_dialog,75.0,1.4223,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,dolly,90.13,1.1862,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,oasst1,107.19,1.2114,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,samsum,109.94,1.3313,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,ultrachat,191.25,1.2263,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,123,xsum,202.24,1.2137,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,ag_news,66.41,1.4221,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,alpaca_eval,69.59,1.096,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,banking77,65.14,1.1915,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,cnn_dailymail,236.87,1.1661,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,daily_dialog,79.68,1.3928,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,dolly,73.0,1.3454,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,oasst1,93.27,1.2861,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,samsum,100.31,1.3796,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,ultrachat,195.64,1.2038,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,templated,456,xsum,187.97,1.2033,0.9688,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,ag_news,62.23,1.0768,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,alpaca_eval,71.13,0.7852,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,banking77,56.35,0.9295,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,cnn_dailymail,240.72,1.0511,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,daily_dialog,81.8,0.9853,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,dolly,76.81,0.9934,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,oasst1,83.11,1.0804,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,samsum,111.72,1.0515,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,ultrachat,191.33,1.0379,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,42,xsum,197.82,1.0398,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,ag_news,73.05,1.0356,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,alpaca_eval,69.31,0.7932,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,banking77,66.92,0.9274,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,cnn_dailymail,237.34,1.0628,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,daily_dialog,75.9,1.0839,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,dolly,80.59,1.0036,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,oasst1,106.74,0.9817,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,samsum,113.35,1.0265,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,ultrachat,189.43,1.0472,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,123,xsum,201.03,1.0509,0.9062,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,ag_news,62.16,1.1084,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,alpaca_eval,68.3,0.9522,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,banking77,56.13,0.9335,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,cnn_dailymail,235.13,1.0566,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,daily_dialog,81.29,1.0892,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,dolly,71.98,1.1047,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,oasst1,93.98,1.0081,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,samsum,104.3,1.0382,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,ultrachat,193.26,1.0403,0.9219,0.0
shadow_kv,Qwen2.5-1.5B,semantic,456,xsum,183.76,1.0483,0.9219,0.0
shadow_kv,TinyLlama-1.1B,raw,42,ag_news,42.74,1.0689,0.9688,1.0
shadow_kv,TinyLlama-1.1B,raw,42,alpaca_eval,36.53,0.9507,0.0,0.0
shadow_kv,TinyLlama-1.1B,raw,42,banking77,36.38,0.9453,0.1406,1.0
shadow_kv,TinyLlama-1.1B,raw,42,cnn_dailymail,154.4,0.9929,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,42,daily_dialog,54.48,0.9693,0.9375,0.6761
shadow_kv,TinyLlama-1.1B,raw,42,dolly,52.31,0.9657,0.1562,1.0
shadow_kv,TinyLlama-1.1B,raw,42,oasst1,60.44,0.9801,0.0469,1.0
shadow_kv,TinyLlama-1.1B,raw,42,samsum,72.42,1.0648,0.6094,0.6973
shadow_kv,TinyLlama-1.1B,raw,42,ultrachat,123.96,0.9923,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,42,xsum,128.9,0.9922,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,123,ag_news,48.01,1.0276,0.9219,1.0
shadow_kv,TinyLlama-1.1B,raw,123,alpaca_eval,37.65,0.9532,0.0,0.0
shadow_kv,TinyLlama-1.1B,raw,123,banking77,38.56,0.8754,0.9688,1.0
shadow_kv,TinyLlama-1.1B,raw,123,cnn_dailymail,154.05,0.9891,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,123,daily_dialog,55.31,0.9481,0.9844,0.5054
shadow_kv,TinyLlama-1.1B,raw,123,dolly,55.17,1.0778,0.1562,1.0
