engine,model,mode,seed,dataset,latency_ms,speedup,hit_rate,waste
shadow_kv,TinyLlama-1.1B,raw,123,oasst1,70.75,0.986,0.1719,1.0
shadow_kv,TinyLlama-1.1B,raw,123,samsum,74.11,1.0246,0.3906,0.2291
shadow_kv,TinyLlama-1.1B,raw,123,ultrachat,126.51,0.9898,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,123,xsum,130.48,0.9893,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,456,ag_news,50.9,0.922,0.9688,1.0
shadow_kv,TinyLlama-1.1B,raw,456,alpaca_eval,37.54,0.9495,0.0,0.0
shadow_kv,TinyLlama-1.1B,raw,456,banking77,35.18,0.9412,0.1094,1.0
shadow_kv,TinyLlama-1.1B,raw,456,cnn_dailymail,152.2,0.9878,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,456,daily_dialog,52.06,1.1007,0.7969,0.3255
shadow_kv,TinyLlama-1.1B,raw,456,dolly,56.41,0.8433,0.1406,1.0
shadow_kv,TinyLlama-1.1B,raw,456,oasst1,65.92,0.9271,0.0938,0.3552
shadow_kv,TinyLlama-1.1B,raw,456,samsum,72.97,0.9893,0.4531,0.2396
shadow_kv,TinyLlama-1.1B,raw,456,ultrachat,128.07,0.9896,0.0,1.0
shadow_kv,TinyLlama-1.1B,raw,456,xsum,122.52,0.9889,0.0,1.0
shadow_kv,TinyLlama-1.1B,templated,42,ag_news,49.6,1.4606,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,alpaca_eval,39.84,1.4758,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,banking77,37.8,1.5833,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,cnn_dailymail,162.36,1.1424,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,daily_dialog,56.65,1.4515,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,dolly,54.51,1.3943,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,oasst1,67.37,1.2427,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,samsum,82.02,1.3245,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,ultrachat,130.32,1.1994,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,42,xsum,135.62,1.1732,0.9844,0.0
shadow_kv,TinyLlama-1.1B,templated,123,ag_news,54.33,1.3958,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,alpaca_eval,40.66,1.4583,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,banking77,39.71,1.4914,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,cnn_dailymail,162.4,1.131,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,daily_dialog,57.64,1.4442,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,dolly,58.1,1.3611,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,oasst1,75.45,1.2718,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,samsum,82.47,1.2976,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,ultrachat,134.1,1.1761,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,123,xsum,138.21,1.1692,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,ag_news,55.13,1.3368,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,alpaca_eval,41.16,1.4411,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,banking77,49.73,1.1974,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,cnn_dailymail,160.6,1.1297,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,daily_dialog,61.16,1.4251,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,dolly,53.25,1.3795,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,oasst1,70.7,1.2392,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,samsum,80.05,1.2927,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,ultrachat,135.76,1.1764,0.9688,0.0
shadow_kv,TinyLlama-1.1B,templated,456,xsum,131.36,1.1647,0.9688,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,ag_news,54.42,0.9771,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,alpaca_eval,41.13,1.1264,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,banking77,40.3,1.1219,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,cnn_dailymail,161.65,1.0093,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,daily_dialog,55.72,1.1104,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,dolly,63.41,0.954,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,oasst1,66.59,1.0323,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,samsum,84.98,1.0356,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,ultrachat,131.96,1.0012,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,42,xsum,135.03,1.0179,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,ag_news,56.46,0.9859,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,alpaca_eval,43.49,1.0141,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,banking77,39.46,1.1336,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,cnn_dailymail,161.13,1.005,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,daily_dialog,61.1,1.034,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,dolly,58.84,1.0795,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,oasst1,76.33,1.044,0.8906,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,samsum,82.13,1.0504,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,ultrachat,132.79,1.0137,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,123,xsum,136.97,1.0257,0.9062,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,ag_news,53.62,1.0135,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,alpaca_eval,50.35,0.8785,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,banking77,43.16,1.038,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,cnn_dailymail,158.08,1.0151,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,daily_dialog,59.36,1.1156,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,dolly,52.01,1.1254,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,oasst1,65.82,1.0828,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,samsum,78.69,1.0535,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,ultrachat,133.14,1.0249,0.9219,0.0
shadow_kv,TinyLlama-1.1B,semantic,456,xsum,128.71,1.0132,0.9219,0.0
shadow_kv_plus,Gemma-2B,raw,42,ag_news,83.73,0.9985,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,alpaca_eval,65.18,0.999,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,banking77,66.31,1.0046,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,cnn_dailymail,342.1,1.0002,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,42,daily_dialog,102.33,1.0001,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,dolly,102.31,0.9946,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,oasst1,111.0,0.9984,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,42,samsum,164.21,0.9954,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,42,ultrachat,284.48,1.0001,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,42,xsum,286.28,0.9989,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,123,ag_news,91.39,0.9998,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,alpaca_eval,66.39,1.0001,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,banking77,66.62,1.0057,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,cnn_dailymail,342.83,0.9993,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,123,daily_dialog,104.5,1.0069,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,dolly,110.06,1.0003,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,oasst1,130.76,1.0006,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,123,samsum,161.23,0.9925,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,123,ultrachat,287.35,0.9959,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,123,xsum,291.78,0.9959,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,456,ag_news,85.96,1.0023,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,alpaca_eval,66.66,0.9972,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,banking77,65.76,0.9997,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,cnn_dailymail,335.93,0.9983,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,456,daily_dialog,116.62,0.9996,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,dolly,97.17,0.9977,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,oasst1,117.64,0.9947,0.0,0.0
shadow_kv_plus,Gemma-2B,raw,456,samsum,145.86,0.9966,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,456,ultrachat,289.62,0.998,0.0,1.0
shadow_kv_plus,Gemma-2B,raw,456,xsum,277.06,0.9983,0.0,1.0
shadow_kv_plus,Gemma-2B,templated,42,ag_news,88.25,1.7474,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,alpaca_eval,68.92,1.771,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,banking77,71.1,1.6465,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,cnn_dailymail,347.17,1.1873,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,daily_dialog,106.94,1.6793,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,dolly,105.83,1.5377,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,oasst1,115.62,1.5718,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,samsum,168.25,1.4607,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,ultrachat,289.83,1.2356,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,42,xsum,289.17,1.2574,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,ag_news,95.31,1.7101,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,alpaca_eval,70.46,1.7567,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,banking77,70.92,1.6881,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,cnn_dailymail,345.46,1.1895,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,daily_dialog,109.89,1.6687,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,dolly,113.38,1.472,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,oasst1,134.52,1.4849,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,samsum,165.25,1.4869,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,ultrachat,291.83,1.2498,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,123,xsum,295.59,1.2451,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,ag_news,91.11,1.7094,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,alpaca_eval,70.76,1.7022,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,banking77,70.36,1.6551,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,cnn_dailymail,340.94,1.2045,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,daily_dialog,119.85,1.6061,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,dolly,100.81,1.5492,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,oasst1,122.89,1.5061,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,samsum,151.25,1.5088,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,ultrachat,295.24,1.2296,0.9844,0.0
shadow_kv_plus,Gemma-2B,templated,456,xsum,278.67,1.2413,0.9844,0.0
shadow_kv_plus,Gemma-2B,semantic,42,ag_news,86.76,1.1875,0.9833,0.0
shadow_kv_plus,Gemma-2B,semantic,42,alpaca_eval,68.15,1.1373,0.9833,0.0
shadow_kv_plus,Gemma-2B,semantic,42,banking77,69.62,1.1935,0.9833,0.0
shadow_kv_plus,Gemma-2B,semantic,42,cnn_dailymail,387.88,0.9997,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,42,daily_dialog,107.88,1.1849,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,42,dolly,105.43,1.1702,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,42,oasst1,114.94,1.1858,0.9833,0.0
shadow_kv_plus,Gemma-2B,semantic,42,samsum,167.2,1.1465,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,42,ultrachat,296.83,1.0,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,42,xsum,320.09,0.9999,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,123,ag_news,94.53,1.1946,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,123,alpaca_eval,71.06,1.1124,0.9516,0.0
shadow_kv_plus,Gemma-2B,semantic,123,banking77,69.36,1.189,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,123,cnn_dailymail,379.57,0.9989,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,123,daily_dialog,109.62,1.1862,0.9677,0.0
shadow_kv_plus,Gemma-2B,semantic,123,dolly,113.46,1.1378,0.9677,0.0
shadow_kv_plus,Gemma-2B,semantic,123,oasst1,135.85,1.1381,0.9833,0.0
shadow_kv_plus,Gemma-2B,semantic,123,samsum,164.48,1.1203,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,123,ultrachat,302.09,0.9999,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,123,xsum,297.19,1.1135,0.9524,0.0
shadow_kv_plus,Gemma-2B,semantic,456,ag_news,90.12,1.1627,0.9661,0.0
shadow_kv_plus,Gemma-2B,semantic,456,alpaca_eval,69.26,1.1598,0.9661,0.0
shadow_kv_plus,Gemma-2B,semantic,456,banking77,69.64,1.1599,0.9672,0.0
shadow_kv_plus,Gemma-2B,semantic,456,cnn_dailymail,376.73,1.0004,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,456,daily_dialog,120.02,1.1813,0.9508,0.0
shadow_kv_plus,Gemma-2B,semantic,456,dolly,102.86,1.1202,0.9516,0.0
shadow_kv_plus,Gemma-2B,semantic,456,oasst1,120.77,1.1489,0.9667,0.0
shadow_kv_plus,Gemma-2B,semantic,456,samsum,150.14,1.1752,0.9508,0.0
shadow_kv_plus,Gemma-2B,semantic,456,ultrachat,303.95,1.0001,0.0,0.0
shadow_kv_plus,Gemma-2B,semantic,456,xsum,301.56,1.0001,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,ag_news,16.72,0.967,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,alpaca_eval,18.67,1.024,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,banking77,12.39,1.1837,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,cnn_dailymail,20.72,0.9909,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,daily_dialog,18.94,0.778,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,dolly,19.81,0.9532,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,oasst1,17.24,1.0996,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,samsum,15.2,0.991,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,ultrachat,17.6,1.1191,0.0,0.0
shadow_kv_plus,GPT-2,raw,42,xsum,19.78,1.02,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,ag_news,17.08,0.9683,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,alpaca_eval,14.78,1.1469,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,banking77,15.46,1.08,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,cnn_dailymail,19.56,1.0101,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,daily_dialog,17.03,0.9054,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,dolly,18.5,0.998,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,oasst1,19.54,0.9787,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,samsum,15.38,1.2228,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,ultrachat,19.04,0.964,0.0,0.0
shadow_kv_plus,GPT-2,raw,123,xsum,18.08,1.0735,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,ag_news,16.21,0.9941,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,alpaca_eval,17.53,1.0352,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,banking77,12.08,1.2476,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,cnn_dailymail,22.67,0.9269,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,daily_dialog,12.88,1.1332,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,dolly,20.01,0.9719,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,oasst1,21.25,0.8892,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,samsum,16.42,1.2578,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,ultrachat,20.63,0.9883,0.0,0.0
shadow_kv_plus,GPT-2,raw,456,xsum,19.4,1.0842,0.0,0.0
shadow_kv_plus,GPT-2,templated,42,ag_news,14.47,1.3294,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,alpaca_eval,14.27,1.0476,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,banking77,16.37,1.0992,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,cnn_dailymail,22.93,1.0526,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,daily_dialog,21.61,0.9355,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,dolly,21.29,0.8631,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,oasst1,21.51,0.9316,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,samsum,21.55,0.968,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,ultrachat,20.39,1.0527,0.9844,0.0
shadow_kv_plus,GPT-2,templated,42,xsum,20.83,1.0398,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,ag_news,19.2,0.9971,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,alpaca_eval,20.66,0.7702,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,banking77,20.84,0.9086,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,cnn_dailymail,23.2,1.0243,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,daily_dialog,16.15,1.206,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,dolly,17.48,1.0888,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,oasst1,18.41,1.1046,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,samsum,20.08,0.989,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,ultrachat,21.98,0.9842,0.9844,0.0
shadow_kv_plus,GPT-2,templated,123,xsum,21.94,0.9898,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,ag_news,14.63,1.1471,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,alpaca_eval,23.04,0.913,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,banking77,22.38,0.9079,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,cnn_dailymail,23.04,1.0318,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,daily_dialog,19.58,1.007,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,dolly,22.64,0.8251,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,oasst1,23.35,0.8838,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,samsum,22.72,0.8126,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,ultrachat,22.87,0.9604,0.9844,0.0
shadow_kv_plus,GPT-2,templated,456,xsum,25.44,0.8246,0.9844,0.0
shadow_kv_plus,GPT-2,semantic,42,ag_news,18.35,0.999,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,alpaca_eval,19.83,0.8663,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,banking77,19.64,0.9999,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,cnn_dailymail,21.53,1.0055,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,daily_dialog,13.3,1.4683,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,dolly,17.68,1.1101,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,oasst1,15.09,1.221,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,samsum,14.87,1.3052,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,ultrachat,20.68,0.9065,0.0,0.0
shadow_kv_plus,GPT-2,semantic,42,xsum,20.29,0.9545,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,ag_news,19.31,0.7813,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,alpaca_eval,13.22,1.2486,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,banking77,17.15,1.0009,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,cnn_dailymail,21.84,0.9964,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,daily_dialog,18.83,0.87,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,dolly,18.5,0.7633,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,oasst1,20.09,0.9656,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,samsum,17.58,0.9652,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,ultrachat,19.84,0.9978,0.0,0.0
shadow_kv_plus,GPT-2,semantic,123,xsum,20.27,0.9915,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,ag_news,19.2,0.9686,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,alpaca_eval,17.42,1.0826,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,banking77,12.71,1.2477,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,cnn_dailymail,22.38,0.9737,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,daily_dialog,20.72,0.7933,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,dolly,14.56,1.1226,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,oasst1,20.2,0.8869,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,samsum,20.32,0.9093,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,ultrachat,21.45,0.9189,0.0,0.0
shadow_kv_plus,GPT-2,semantic,456,xsum,20.09,0.9424,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,ag_news,55.84,0.9981,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,alpaca_eval,47.44,1.0005,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,banking77,62.29,0.7855,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,cnn_dailymail,229.81,1.0005,0.0,1.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,daily_dialog,73.65,0.9192,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,dolly,70.81,0.9982,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,oasst1,83.13,0.9211,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,samsum,101.52,1.002,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,ultrachat,180.83,1.0002,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,42,xsum,190.22,1.0002,0.0,1.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,ag_news,60.24,1.0,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,alpaca_eval,60.98,0.9198,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,banking77,62.31,0.7807,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,cnn_dailymail,228.83,0.9976,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,daily_dialog,69.17,0.993,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,dolly,72.09,0.9994,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,oasst1,97.17,0.9981,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,samsum,102.46,1.0007,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,ultrachat,182.93,0.9992,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,123,xsum,193.09,1.0001,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,ag_news,56.47,0.9992,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,alpaca_eval,48.22,0.9929,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,banking77,49.52,0.9963,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,cnn_dailymail,226.79,0.997,0.0,1.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,daily_dialog,73.69,0.9975,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,dolly,65.33,1.0047,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,oasst1,83.33,0.9983,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,samsum,93.57,0.9998,0.0,0.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,ultrachat,187.09,0.9979,0.0,1.0
shadow_kv_plus,Qwen2.5-1.5B,raw,456,xsum,177.52,0.9973,0.0,1.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,ag_news,70.81,1.3116,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,alpaca_eval,52.82,1.4711,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,banking77,54.16,1.4381,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,cnn_dailymail,236.61,1.1814,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,daily_dialog,72.29,1.4319,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,dolly,75.82,1.3704,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,oasst1,81.1,1.3749,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,samsum,110.21,1.3403,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,ultrachat,189.42,1.2209,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,42,xsum,198.47,1.2124,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,123,ag_news,65.0,1.5044,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,123,alpaca_eval,68.98,1.1265,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,123,banking77,68.53,1.1413,0.9844,0.0
shadow_kv_plus,Qwen2.5-1.5B,templated,123,cnn_dailymail,235.22,1.1847,0.9844,0.0
