model,dataset,mode,candidate,mean_latency_ratio_vs_vllm_apc,p95_latency_ratio_vs_vllm_apc,throughput_ratio_vs_vllm_apc,energy_ratio_vs_vllm_apc
google/gemma-4-E2B-it,ag_news,rag,sglang_radix_attention,2.68248269053298,2.6387894222862376,0.3728019655054776,2.09518097570083
google/gemma-4-E2B-it,ag_news,rag,lmcache_vllm,1.2541144057263203,1.2525363837842842,0.7973918919400882,1.533851468904431
google/gemma-4-E2B-it,ag_news,templated,sglang_radix_attention,2.669434000269743,2.6216681908406874,0.37462971975223297,2.0915502760892766
google/gemma-4-E2B-it,ag_news,templated,lmcache_vllm,1.2581947771830893,1.2069840095331092,0.7948083232181735,1.51263613885998
google/gemma-4-E2B-it,daily_dialog,rag,sglang_radix_attention,2.7056433453045656,2.5095833186850163,0.36961343077455344,2.0551256676019602
google/gemma-4-E2B-it,daily_dialog,rag,lmcache_vllm,1.3284374917934478,1.4326553497362455,0.7527841393414709,1.5896986089999403
google/gemma-4-E2B-it,daily_dialog,templated,sglang_radix_attention,2.7731734167036923,2.4731272530549084,0.3606126881242395,2.2141711562506137
google/gemma-4-E2B-it,daily_dialog,templated,lmcache_vllm,1.3579344853866515,1.4126865455269328,0.7364227450997018,1.663111003462926
google/gemma-4-E2B-it,dolly,rag,sglang_radix_attention,2.655671381610715,2.105329099111809,0.376566229505508,2.0276179760007853
google/gemma-4-E2B-it,dolly,rag,lmcache_vllm,1.24123926013973,1.2396017709647185,0.8056605908546701,1.4937253154711112
google/gemma-4-E2B-it,dolly,templated,sglang_radix_attention,2.6424021500829897,2.1149355952757447,0.378459107336429,2.0528955133352826
google/gemma-4-E2B-it,dolly,templated,lmcache_vllm,1.2245951977180953,1.259681653983642,0.8166160043737822,1.3892027300311158
google/gemma-4-E2B-it,samsum,rag,sglang_radix_attention,2.496097924724227,2.0606841375171814,0.40064129638081175,1.8930585675058773
google/gemma-4-E2B-it,samsum,rag,lmcache_vllm,1.3711112532432181,1.3311342472598957,0.72934733465383,1.5387126871576347
google/gemma-4-E2B-it,samsum,templated,sglang_radix_attention,2.589302298474602,2.105435837088608,0.3862150655161506,1.9826980827888423
google/gemma-4-E2B-it,samsum,templated,lmcache_vllm,1.3744405395670558,1.3187974926002481,0.7275763030336938,1.5439921315631968
google/gemma-4-E2B-it,xsum,rag,sglang_radix_attention,2.052278459486123,1.7948962702706177,0.4872924827676306,1.5260852240597271
google/gemma-4-E2B-it,xsum,rag,lmcache_vllm,1.2638117938722555,1.1369706665857435,0.7912951464917022,1.2966855719422488
google/gemma-4-E2B-it,xsum,templated,sglang_radix_attention,2.203848825126138,1.9674103161886174,0.4537638086416733,1.6072707491319556
google/gemma-4-E2B-it,xsum,templated,lmcache_vllm,1.3496122861823823,1.2512743074890174,0.7409642088893585,1.3658910577605516
google/gemma-4-E4B-it,ag_news,rag,sglang_radix_attention,2.2915401338506474,2.37323790161031,0.43639696008144213,1.8086500516833632
google/gemma-4-E4B-it,ag_news,rag,lmcache_vllm,1.1748673851507723,1.1985389972588834,0.8511710201071974,1.4437637462778294
google/gemma-4-E4B-it,ag_news,templated,sglang_radix_attention,2.297606497233226,2.1840562195609876,0.43525040769844403,1.9608069557698815
google/gemma-4-E4B-it,ag_news,templated,lmcache_vllm,1.1681563769423908,1.1580859446935918,0.8560593762005817,1.5338265172135583
google/gemma-4-E4B-it,daily_dialog,rag,sglang_radix_attention,2.370001044701688,2.3466498312308595,0.4219512629652405,1.8901621623527998
google/gemma-4-E4B-it,daily_dialog,rag,lmcache_vllm,1.2847953530497702,1.4370031315349472,0.7783440636353021,1.555525087905538
google/gemma-4-E4B-it,daily_dialog,templated,sglang_radix_attention,2.3369920579674166,2.279599377857649,0.427908126801351,1.9249176416469702
google/gemma-4-E4B-it,daily_dialog,templated,lmcache_vllm,1.2338252122871978,1.410842016568999,0.810498378961877,1.5386670341953852
google/gemma-4-E4B-it,dolly,rag,sglang_radix_attention,2.3022666833982792,2.1413397040385327,0.43436532844535025,1.839446311138947
google/gemma-4-E4B-it,dolly,rag,lmcache_vllm,1.2587569418292865,1.4026081485349202,0.794446577752027,1.5167063045373372
google/gemma-4-E4B-it,dolly,templated,sglang_radix_attention,2.268817867199285,2.1257486785240296,0.44076701702655585,1.8507672462093738
google/gemma-4-E4B-it,dolly,templated,lmcache_vllm,1.2292917989257313,1.3941897087841573,0.8134818676409142,1.3988446787903006
google/gemma-4-E4B-it,samsum,rag,sglang_radix_attention,2.273884376300418,2.09210034287929,0.4397833198275843,1.79460332533265
google/gemma-4-E4B-it,samsum,rag,lmcache_vllm,1.3855399889704954,1.368888005634709,0.721739255432269,1.4925801913173167
google/gemma-4-E4B-it,samsum,templated,sglang_radix_attention,2.274812003827829,2.0850808950329363,0.43960912916638134,1.8260005210077779
google/gemma-4-E4B-it,samsum,templated,lmcache_vllm,1.2988370163555667,1.3634741982142093,0.7699365841625297,1.4848007145249527
google/gemma-4-E4B-it,xsum,rag,sglang_radix_attention,1.9714038096703772,1.8426571308594424,0.5072605721152114,1.5357208234963307
google/gemma-4-E4B-it,xsum,rag,lmcache_vllm,1.2654814240153567,1.1812140929993358,0.7902259241638995,1.2887492993789242
google/gemma-4-E4B-it,xsum,templated,sglang_radix_attention,1.9996011915566534,1.828102274247884,0.5001086216024658,1.5389151913047237
google/gemma-4-E4B-it,xsum,templated,lmcache_vllm,1.2791274956894367,1.19381677281605,0.7817900836460475,1.283196772542274
