model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
qwen25_14b,14.7,daily_dialog,rag,vllm_no_cache,30.888781157795336,30.888781157795336,30.888781157795336,32.374213630881066,0,4735.538897090098,0.0
qwen25_14b,14.7,daily_dialog,templated,vllm_apc,25.001373159128807,25.001373159128807,25.001373159128807,39.9978030660635,0,3343.8025718385743,16.452934440319794
qwen25_14b,14.7,daily_dialog,templated,vllm_apc_shadowkv_plus,24.838241719731208,24.838241719731208,24.838241719731208,40.26049876169825,0,3365.04576139488,16.998070620458755
qwen25_14b,14.7,daily_dialog,templated,vllm_no_cache,29.92489681312573,29.92489681312573,29.92489681312573,33.41699075003586,0,4603.214400595043,0.0
qwen25_14b,14.7,dolly,rag,vllm_apc,25.508088614090287,25.508088614090287,25.508088614090287,39.203250981636266,0,3424.3679721572566,17.50030339191245
qwen25_14b,14.7,dolly,rag,vllm_apc_shadowkv_plus,25.423364076819755,25.423364076819755,25.423364076819755,39.33389762969132,0,3463.376580438025,17.774324261363972
qwen25_14b,14.7,dolly,rag,vllm_no_cache,30.919008993773318,30.919008993773318,30.919008993773318,32.34256312035703,0,4723.291278559732,0.0
qwen25_14b,14.7,dolly,templated,vllm_apc,25.138315432655418,25.138315432655418,25.138315432655418,39.77991296508956,0,3341.6618077185326,13.282381568241997
qwen25_14b,14.7,dolly,templated,vllm_apc_shadowkv_plus,25.134404647159595,25.134404647159595,25.134404647159595,39.78610251717296,0,3375.97729720822,13.295872289420338
qwen25_14b,14.7,dolly,templated,vllm_no_cache,28.988705971483625,28.988705971483625,28.988705971483625,34.49619313755179,0,4367.91467072342,0.0
qwen25_14b,14.7,oasst1,rag,vllm_apc,28.45368192121813,28.45368192121813,28.45368192121813,35.14483653710532,0,4108.296654627037,22.553860482471546
qwen25_14b,14.7,oasst1,rag,vllm_apc_shadowkv_plus,28.53240292722875,28.53240292722875,28.53240292722875,35.04787180212188,0,4155.9053744091525,22.33959513602749
qwen25_14b,14.7,oasst1,rag,vllm_no_cache,36.73996160231871,36.73996160231871,36.73996160231871,27.2183191377339,0,5633.8771456740105,0.0
qwen25_14b,14.7,oasst1,templated,vllm_apc,28.896826708307977,28.896826708307977,28.896826708307977,34.60587593559175,0,4157.3890502295335,19.599609443837192
qwen25_14b,14.7,oasst1,templated,vllm_apc_shadowkv_plus,28.782316011469074,28.782316011469074,28.782316011469074,34.743555716695056,0,4185.213475101429,19.918215526146536
qwen25_14b,14.7,oasst1,templated,vllm_no_cache,35.94115216159605,35.94115216159605,35.94115216159605,27.82325940759693,0,5482.051012656284,0.0
qwen25_14b,14.7,samsum,rag,vllm_apc,27.112166064736183,27.112166064736183,27.112166064736183,36.88381067054115,0,3914.601331801204,22.553860482471546
qwen25_14b,14.7,samsum,rag,vllm_apc_shadowkv_plus,27.18717558349205,27.18717558349205,27.18717558349205,36.78204809944276,0,3959.965426347425,22.3395951360275
qwen25_14b,14.7,samsum,rag,vllm_no_cache,35.00776957203898,35.00776957203898,35.00776957203898,28.565087471288344,0,5368.25473711124,0.0
qwen25_14b,14.7,samsum,templated,vllm_apc,27.53441774701645,27.53441774701645,27.53441774701645,36.31818218158461,0,3961.3791507764727,19.599609443837192
qwen25_14b,14.7,samsum,templated,vllm_apc_shadowkv_plus,27.425305926708592,27.425305926708592,27.425305926708592,36.462674388114415,0,3987.891727597684,19.918215526146547
qwen25_14b,14.7,samsum,templated,vllm_no_cache,34.24662188398524,34.24662188398524,34.24662188398524,29.19996031689276,0,5223.586804759267,0.0
qwen25_14b,14.7,ultrachat,rag,vllm_apc,35.37825004917489,35.37825004917489,35.37825004917489,28.26595432532769,0,4767.221725401221,19.89835212168464
qwen25_14b,14.7,ultrachat,rag,vllm_apc_shadowkv_plus,35.595913682842045,35.595913682842045,35.595913682842045,28.093112285582944,0,4783.485082169374,19.405529109927794
qwen25_14b,14.7,ultrachat,rag,vllm_no_cache,44.16669442671014,44.16669442671014,44.16669442671014,22.641495203119447,0,6771.167121976089,0.0
qwen25_14b,14.7,ultrachat,templated,vllm_apc,35.7485134465632,35.7485134465632,35.7485134465632,27.97319115086555,0,4781.17623544919,16.452934440319805
qwen25_14b,14.7,ultrachat,templated,vllm_apc_shadowkv_plus,35.51525800024253,35.51525800024253,35.51525800024253,28.156912164151287,0,4811.551064970272,16.998070620458755
qwen25_14b,14.7,ultrachat,templated,vllm_no_cache,42.78847282915874,42.78847282915874,42.78847282915874,23.37078034994831,0,6581.961352670736,0.0
qwen25_14b,14.7,xsum,rag,vllm_apc,36.21859578373963,36.21859578373963,36.21859578373963,27.610126189623035,0,5472.905372275661,21.828997691967107
qwen25_14b,14.7,xsum,rag,vllm_apc_shadowkv_plus,35.99992831138618,35.99992831138618,35.99992831138618,27.777833093176376,0,5534.632855179256,22.3009501549532
qwen25_14b,14.7,xsum,rag,vllm_no_cache,46.33252064623686,46.33252064623686,46.33252064623686,21.583112380941014,0,7117.8275465952,0.0
qwen25_14b,14.7,xsum,templated,vllm_apc,36.32128595807048,36.32128595807048,36.32128595807048,27.53206483807887,0,5456.706763071325,20.14332226122825
qwen25_14b,14.7,xsum,templated,vllm_apc_shadowkv_plus,36.13990667727465,36.13990667727465,36.13990667727465,27.670243006709697,0,5553.428395757732,20.54210623577485
qwen25_14b,14.7,xsum,templated,vllm_no_cache,45.48309169194988,45.48309169194988,45.48309169194988,21.98619229257433,0,6964.798198242032,0.0
qwen25_15b,1.54,ag_news,rag,vllm_apc,6.137736004060583,6.137736004060583,6.137736004060583,162.9265252429272,0,818.7848224615348,14.818189299855902
qwen25_15b,1.54,ag_news,rag,vllm_apc_shadowkv_plus,6.406411299229764,6.406411299229764,6.406411299229764,156.09363078518373,0,855.8510980035886,11.089412415714015
qwen25_15b,1.54,ag_news,rag,vllm_no_cache,7.205453785980861,7.205453785980861,7.205453785980861,138.78376431275277,0,1102.9055420498794,0.0
qwen25_15b,1.54,ag_news,templated,vllm_apc,6.296892087663343,6.296892087663343,6.296892087663343,158.8085020480446,0,837.5882012297571,12.882802545243935
qwen25_15b,1.54,ag_news,templated,vllm_apc_shadowkv_plus,6.380758889341578,6.380758889341578,6.380758889341578,156.7211702154113,0,856.0806074552095,11.722509400628065
qwen25_15b,1.54,ag_news,templated,vllm_no_cache,7.228070084478563,7.228070084478563,7.228070084478563,138.34951630413536,0,1102.4459675351222,0.0
qwen25_15b,1.54,alpaca_eval,rag,vllm_apc,7.431565968408992,7.431565968408992,7.431565968408992,134.56114152130547,0,997.6606585542538,17.500303391912446
qwen25_15b,1.54,alpaca_eval,rag,vllm_apc_shadowkv_plus,7.620213971119167,7.620213971119167,7.620213971119167,131.22991083846586,0,1038.0872698733006,15.406074119714647
qwen25_15b,1.54,alpaca_eval,rag,vllm_no_cache,9.007991876276144,9.007991876276144,9.007991876276144,111.01253350745634,0,1376.09098257711,0.0
qwen25_15b,1.54,alpaca_eval,templated,vllm_apc,7.360484266453034,7.360484266453034,7.360484266453034,135.8606259859439,0,978.4366508333331,13.282381568241991
qwen25_15b,1.54,alpaca_eval,templated,vllm_apc_shadowkv_plus,7.518314159533439,7.518314159533439,7.518314159533439,133.00854138051298,0,1009.837243896379,11.422907116587847
qwen25_15b,1.54,alpaca_eval,templated,vllm_no_cache,8.487876396473377,8.487876396473377,8.487876396473377,117.81509924148868,0,1278.9228974868122,0.0
qwen25_15b,1.54,banking77,rag,vllm_apc,5.402332773747807,5.402332773747807,5.402332773747807,185.1052206297653,0,720.6807327823882,14.818189299855902
qwen25_15b,1.54,banking77,rag,vllm_apc_shadowkv_plus,5.638816283567807,5.638816283567807,5.638816283567807,177.34218490397018,0,753.3058497683791,11.08941241571402
qwen25_15b,1.54,banking77,rag,vllm_no_cache,6.342120142016032,6.342120142016032,6.342120142016032,157.6759786329308,0,970.759047346172,0.0
qwen25_15b,1.54,banking77,templated,vllm_apc,5.54241930174766,5.54241930174766,5.54241930174766,180.4266233853284,0,737.231152889991,12.882802545243926
qwen25_15b,1.54,banking77,templated,vllm_apc_shadowkv_plus,5.6162374605990655,5.6162374605990655,5.6162374605990655,178.05514937990776,0,753.5078601565019,11.722509400628056
qwen25_15b,1.54,banking77,templated,vllm_no_cache,6.362026630420578,6.362026630420578,6.362026630420578,157.18261775554566,0,970.3545375299452,0.0
qwen25_15b,1.54,cnn_dailymail,rag,vllm_apc,7.883140819376639,7.883140819376639,7.883140819376639,126.8529920893986,0,1191.2025523679013,21.82899769196711
qwen25_15b,1.54,cnn_dailymail,rag,vllm_apc_shadowkv_plus,8.07191465836602,8.07191465836602,8.07191465836602,123.88634448254038,0,1240.9770287866277,19.957073728987325
qwen25_15b,1.54,cnn_dailymail,rag,vllm_no_cache,10.08448220775412,10.08448220775412,10.08448220775412,99.16225537401256,0,1549.2272868027396,0.0
qwen25_15b,1.54,cnn_dailymail,templated,vllm_apc,7.832483300319803,7.832483300319803,7.832483300319803,127.67342893143096,0,1176.7084636220509,20.14332226122825
qwen25_15b,1.54,cnn_dailymail,templated,vllm_apc_shadowkv_plus,8.054364634470444,8.054364634470444,8.054364634470444,124.15628611104565,0,1237.6716318136353,17.881114284762717
qwen25_15b,1.54,cnn_dailymail,templated,vllm_no_cache,9.808175749486509,9.808175749486509,9.808175749486509,101.95575869981258,0,1501.9199937139597,0.0
qwen25_15b,1.54,daily_dialog,rag,vllm_apc,6.0692362798340165,6.0692362798340165,6.0692362798340165,164.7653763823062,0,817.8300229548186,19.89835212168464
qwen25_15b,1.54,daily_dialog,rag,vllm_apc_shadowkv_plus,6.346128038840631,6.346128038840631,6.346128038840631,157.57639837703138,0,852.811619721492,16.243940733212266
qwen25_15b,1.54,daily_dialog,rag,vllm_no_cache,7.576918129142564,7.576918129142564,7.576918129142564,131.97978161513595,0,1161.6123775595006,0.0
qwen25_15b,1.54,daily_dialog,templated,vllm_apc,6.246239876004085,6.246239876004085,6.246239876004085,160.096317120586,0,835.401832882003,16.452934440319783
qwen25_15b,1.54,daily_dialog,templated,vllm_apc_shadowkv_plus,6.284321086962857,6.284321086962857,6.284321086962857,159.12617865349864,0,851.3898960943709,15.943576251757891
qwen25_15b,1.54,daily_dialog,templated,vllm_no_cache,7.476312703696584,7.476312703696584,7.476312703696584,133.75577502336955,0,1150.0480859106106,0.0
qwen25_15b,1.54,dolly,rag,vllm_apc,6.356869972431932,6.356869972431932,6.356869972431932,157.3101234313013,0,853.3866361409623,17.500303391912446
qwen25_15b,1.54,dolly,rag,vllm_apc_shadowkv_plus,6.5182371498054925,6.5182371498054925,6.5182371498054925,153.4157130244702,0,887.9670614071384,15.406074119714642
qwen25_15b,1.54,dolly,rag,vllm_no_cache,7.705325272443195,7.705325272443195,7.705325272443195,129.7803745646316,0,1177.0912730458538,0.0
qwen25_15b,1.54,dolly,templated,vllm_apc,6.296067560305874,6.296067560305874,6.296067560305874,158.82929946695464,0,836.9426567763975,13.282381568242002
qwen25_15b,1.54,dolly,templated,vllm_apc_shadowkv_plus,6.431073306381458,6.431073306381458,6.431073306381458,155.49503984159458,0,863.8023372269989,11.422907116587856
qwen25_15b,1.54,dolly,templated,vllm_no_cache,7.260424898846287,7.260424898846287,7.260424898846287,137.73298586958796,0,1093.9748901711064,0.0
qwen25_15b,1.54,oasst1,rag,vllm_apc,6.897130984108365,6.897130984108365,6.897130984108365,144.9878220819778,0,995.8451151239906,22.55386048247155
qwen25_15b,1.54,oasst1,rag,vllm_apc_shadowkv_plus,7.150872430717815,7.150872430717815,7.150872430717815,139.84307644817247,0,1041.5648917593935,19.704661950390115
qwen25_15b,1.54,oasst1,rag,vllm_no_cache,8.905713089220324,8.905713089220324,8.905713089220324,112.28747097303446,0,1365.643600349374,0.0
qwen25_15b,1.54,oasst1,templated,vllm_apc,6.990862295913072,6.990862295913072,6.990862295913072,143.0438703655499,0,1005.7759855110852,19.599609443837192
qwen25_15b,1.54,oasst1,templated,vllm_apc_shadowkv_plus,7.184083428430568,7.184083428430568,7.184083428430568,139.19660176029714,0,1044.6318065210432,17.377415119226804
qwen25_15b,1.54,oasst1,templated,vllm_no_cache,8.695060120422776,8.695060120422776,8.695060120422776,115.00783044055336,0,1326.2447159165915,0.0
qwen25_15b,1.54,samsum,rag,vllm_apc,6.571949497753358,6.571949497753358,6.571949497753358,152.16185096094443,0,948.8936514702586,22.553860482471546
qwen25_15b,1.54,samsum,rag,vllm_apc_shadowkv_plus,6.813727706177475,6.813727706177475,6.813727706177475,146.76254219747852,0,992.4578615438004,19.704661950390104
qwen25_15b,1.54,samsum,rag,vllm_no_cache,8.485832268328782,8.485832268328782,8.485832268328782,117.84347938766672,0,1301.2571160537996,0.0
qwen25_15b,1.54,samsum,templated,vllm_apc,6.661261626080052,6.661261626080052,6.661261626080052,150.1217120920184,0,958.3563075809076,19.59960944383719
qwen25_15b,1.54,samsum,templated,vllm_apc_shadowkv_plus,6.845372893174953,6.845372893174953,6.845372893174953,146.08407980185137,0,995.3801793849314,17.377415119226804
qwen25_15b,1.54,samsum,templated,vllm_no_cache,8.285111029935733,8.285111029935733,8.285111029935733,120.69844283158108,0,1263.7157848312,0.0
qwen25_15b,1.54,ultrachat,rag,vllm_apc,8.678170330048221,8.678170330048221,8.678170330048221,115.23166312344588,0,1169.3840728875464,19.89835212168464
qwen25_15b,1.54,ultrachat,rag,vllm_apc_shadowkv_plus,9.07408733456988,9.07408733456988,9.07408733456988,110.20392058496768,0,1219.4029288294273,16.24394073321227
qwen25_15b,1.54,ultrachat,rag,vllm_no_cache,10.833947315580165,10.833947315580165,10.833947315580165,92.3024610394692,0,1660.9453982617597,0.0
qwen25_15b,1.54,ultrachat,templated,vllm_apc,8.931261046206158,8.931261046206158,8.931261046206158,111.96627159663888,0,1194.509336186656,16.452934440319787
qwen25_15b,1.54,ultrachat,templated,vllm_apc_shadowkv_plus,8.985711922698275,8.985711922698275,8.985711922698275,111.28778761246056,0,1217.3700602394524,15.943576251757897
qwen25_15b,1.54,ultrachat,templated,vllm_no_cache,10.690095440666658,10.690095440666658,10.690095440666658,93.5445343355735,0,1644.4100570675348,0.0
qwen25_15b,1.54,xsum,rag,vllm_apc,8.42702270800967,8.42702270800967,8.42702270800967,118.66587223617252,0,1273.3872435678704,21.828997691967107
qwen25_15b,1.54,xsum,rag,vllm_apc_shadowkv_plus,8.628820628951475,8.628820628951475,8.628820628951475,115.89069271469076,0,1326.595812673841,19.95707372898732
qwen25_15b,1.54,xsum,rag,vllm_no_cache,10.78024134167166,10.78024134167166,10.78024134167166,92.76230172458575,0,1656.1131945867298,0.0
qwen25_15b,1.54,xsum,templated,vllm_apc,8.372870172465195,8.372870172465195,8.372870172465195,119.43335790498392,0,1257.893163506156,20.14332226122825
qwen25_15b,1.54,xsum,templated,vllm_apc_shadowkv_plus,8.610059775468988,8.610059775468988,8.610059775468988,116.14321225145387,0,1323.0623662990247,17.881114284762713
qwen25_15b,1.54,xsum,templated,vllm_no_cache,10.48487165951812,10.48487165951812,10.48487165951812,95.37551173477686,0,1605.5420273010056,0.0
qwen25_32b,32.5,ag_news,rag,vllm_apc,52.5574826169759,52.5574826169759,52.5574826169759,19.02678648609785,0,7011.261,14.8181892998559
qwen25_32b,32.5,ag_news,rag,vllm_apc_shadowkv_plus,52.27168302371865,52.27168302371865,52.27168302371865,19.13081695774446,0,6983.126,15.281395025069877
qwen25_32b,32.5,ag_news,rag,vllm_no_cache,61.70035854484013,61.70035854484013,61.70035854484013,16.207361246908473,0,9444.189,0.0
qwen25_32b,32.5,ag_news,templated,vllm_apc,52.830480997727136,52.830480997727136,52.830480997727136,18.92846669412345,0,7027.306,12.882802545243932
qwen25_32b,32.5,ag_news,templated,vllm_apc_shadowkv_plus,52.27566129542538,52.27566129542538,52.27566129542538,19.12936106821684,0,7013.614,13.797697443878125
qwen25_32b,32.5,ag_news,templated,vllm_no_cache,60.64299878926249,60.64299878926249,60.64299878926249,16.489949705077265,0,9249.444,0.0
qwen25_32b,32.5,daily_dialog,rag,vllm_apc,52.37463638331974,52.37463638331974,52.37463638331974,19.09321131475157,0,7057.486,19.89835212168464
qwen25_32b,32.5,daily_dialog,rag,vllm_apc_shadowkv_plus,52.51388840042637,52.51388840042637,52.51388840042637,19.04258150481732,0,7056.973,19.68538040844955
qwen25_32b,32.5,daily_dialog,rag,vllm_no_cache,65.38521712172951,65.38521712172951,65.38521712172951,15.293976896004974,0,10024.165,0.0
qwen25_32b,32.5,daily_dialog,templated,vllm_apc,52.95889851367974,52.95889851367974,52.95889851367974,18.882567954877143,0,7082.975,16.45293444031979
qwen25_32b,32.5,daily_dialog,templated,vllm_apc_shadowkv_plus,52.59931406544638,52.59931406544638,52.59931406544638,19.01165476712788,0,7126.072,17.020208804287805
qwen25_32b,32.5,daily_dialog,templated,vllm_no_cache,63.38810125635064,63.38810125635064,63.38810125635064,15.775831428612376,0,9750.711,0.0
qwen25_32b,32.5,dolly,rag,vllm_apc,54.260459346551215,54.260459346551215,54.260459346551215,18.42962650966868,0,7284.269,17.50030339191245
qwen25_32b,32.5,dolly,rag,vllm_apc_shadowkv_plus,53.67793434015766,53.67793434015766,53.67793434015766,18.62962895820448,0,7312.443,18.385996894563323
qwen25_32b,32.5,dolly,rag,vllm_no_cache,65.77049562292814,65.77049562292814,65.77049562292814,15.204385956480335,0,10047.321,0.0
qwen25_32b,32.5,dolly,templated,vllm_apc,53.5348726061784,53.5348726061784,53.5348726061784,18.679413087546813,0,7116.445,13.282381568242
qwen25_32b,32.5,dolly,templated,vllm_apc_shadowkv_plus,53.41663475337555,53.41663475337555,53.41663475337555,18.720760014497305,0,7174.761,13.47390728791589
qwen25_32b,32.5,dolly,templated,vllm_no_cache,61.734712708130246,61.734712708130246,61.734712708130246,16.19834216655071,0,9301.966,0.0
qwen25_32b,32.5,samsum,rag,vllm_apc,57.87255614632159,57.87255614632159,57.87255614632159,17.279347355448728,0,8355.953,22.55386048247155
qwen25_32b,32.5,samsum,rag,vllm_apc_shadowkv_plus,57.82735272259743,57.82735272259743,57.82735272259743,17.292854556166223,0,8422.88,22.6143525514854
qwen25_32b,32.5,samsum,rag,vllm_no_cache,74.7261987580714,74.7261987580714,74.7261987580714,13.382187460619184,0,11458.864,0.0
qwen25_32b,32.5,samsum,templated,vllm_apc,58.67199372914911,58.67199372914911,58.67199372914911,17.043906921185556,0,8441.145,19.599609443837185
qwen25_32b,32.5,samsum,templated,vllm_apc_shadowkv_plus,57.994453869469,57.994453869469,57.994453869469,17.24302813939329,0,8432.927,20.52806722877496
qwen25_32b,32.5,samsum,templated,vllm_no_cache,72.97476209168963,72.97476209168963,72.97476209168963,13.703367730662052,0,11130.733,0.0
qwen25_32b,32.5,xsum,rag,vllm_apc,79.45844132336788,79.45844132336788,79.45844132336788,12.585195271202869,0,12006.775,21.828997691967103
qwen25_32b,32.5,xsum,rag,vllm_apc_shadowkv_plus,78.36464525462361,78.36464525462361,78.36464525462361,12.760856592290882,0,12047.789,22.905071342422413
qwen25_32b,32.5,xsum,rag,vllm_no_cache,101.6469521655381,101.6469521655381,101.6469521655381,9.83797328592244,0,15615.5,0.0
qwen25_32b,32.5,xsum,templated,vllm_apc,79.7644390950154,79.7644390950154,79.7644390950154,12.536915088298937,0,11983.363,20.14332226122825
qwen25_32b,32.5,xsum,templated,vllm_apc_shadowkv_plus,78.58236120773654,78.58236120773654,78.58236120773654,12.725502067269884,0,12075.336,21.326767089243784
qwen25_32b,32.5,xsum,templated,vllm_no_cache,99.8844947644102,99.8844947644102,99.8844947644102,10.011563880446332,0,15295.252,0.0
qwen25_3b,3.09,ag_news,rag,vllm_apc,8.343194413596233,8.343194413596233,8.343194413596233,119.85816827789368,0,1112.9968692330597,14.818189299855892
qwen25_3b,3.09,ag_news,rag,vllm_apc_shadowkv_plus,8.494470097999422,8.494470097999422,8.494470097999422,117.72364708606314,0,1134.8009393660875,13.273704528966707
qwen25_3b,3.09,ag_news,rag,vllm_no_cache,9.794572743899325,9.794572743899325,9.794572743899325,102.09735801113558,0,1499.2100264767353,0.0
qwen25_3b,3.09,ag_news,templated,vllm_apc,8.336057498255503,8.336057498255503,8.336057498255503,119.96078484454684,0,1108.8300876222593,12.88280254524395
qwen25_3b,3.09,ag_news,templated,vllm_apc_shadowkv_plus,8.515883781372102,8.515883781372102,8.515883781372102,117.4276241518737,0,1142.5416767827862,11.003501470712967
qwen25_3b,3.09,ag_news,templated,vllm_no_cache,9.568785201779246,9.568785201779246,9.568785201779246,104.50647380129898,0,1459.4585465578389,0.0
qwen25_3b,3.09,alpaca_eval,rag,vllm_apc,9.825999206904202,9.825999206904202,9.825999206904202,101.77082034541114,0,1319.1045980598794,17.50030339191247
qwen25_3b,3.09,alpaca_eval,rag,vllm_apc_shadowkv_plus,10.06098544795854,10.06098544795854,10.06098544795854,99.39384220090572,0,1370.5889303751887,15.527344389388215
qwen25_3b,3.09,alpaca_eval,rag,vllm_no_cache,11.910345869006443,11.910345869006443,11.910345869006443,83.96061802052603,0,1819.464290690471,0.0
qwen25_3b,3.09,alpaca_eval,templated,vllm_apc,9.609531505057918,9.609531505057918,9.609531505057918,104.06334580136986,0,1277.4047850002646,13.282381568241997
qwen25_3b,3.09,alpaca_eval,templated,vllm_apc_shadowkv_plus,9.86508007033884,9.86508007033884,9.86508007033884,101.36765164295848,0,1325.0477510860342,10.976279240240878
qwen25_3b,3.09,alpaca_eval,templated,vllm_no_cache,11.081406153491278,11.081406153491278,11.081406153491278,90.24125513935276,0,1669.7066974184124,0.0
qwen25_3b,3.09,banking77,rag,vllm_apc,7.343540450176007,7.343540450176007,7.343540450176007,136.17409841815908,0,979.641265078613,14.818189299855892
qwen25_3b,3.09,banking77,rag,vllm_apc_shadowkv_plus,7.476690782347643,7.476690782347643,7.476690782347643,133.74901130871768,0,998.8328436350748,13.273704528966704
qwen25_3b,3.09,banking77,rag,vllm_no_cache,8.621019428697803,8.621019428697803,8.621019428697803,115.9955627371842,0,1319.5796390408973,0.0
qwen25_3b,3.09,banking77,templated,vllm_apc,7.337258656429391,7.337258656429391,7.337258656429391,136.29068386784127,0,975.9737334607356,12.882802545243946
qwen25_3b,3.09,banking77,templated,vllm_apc_shadowkv_plus,7.495538748994361,7.495538748994361,7.495538748994361,133.4126916673155,0,1005.6461114933765,11.003501470712964
qwen25_3b,3.09,banking77,templated,vllm_no_cache,8.422285003187763,8.422285003187763,8.422285003187763,118.73262417758464,0,1284.5910499864383,0.0
qwen25_3b,3.09,cnn_dailymail,rag,vllm_apc,10.997493800964584,10.997493800964584,10.997493800964584,90.9298080179223,0,1661.804981735071,21.828997691967107
qwen25_3b,3.09,cnn_dailymail,rag,vllm_apc_shadowkv_plus,11.335550404918491,11.335550404918491,11.335550404918491,88.21803655569299,0,1742.728739900279,19.42606625629683
qwen25_3b,3.09,cnn_dailymail,rag,vllm_no_cache,14.068508112034884,14.068508112034884,14.068508112034884,71.0807423243799,0,2161.2727557802987,0.0
qwen25_3b,3.09,cnn_dailymail,templated,vllm_apc,11.007000694884455,11.007000694884455,11.007000694884455,90.85127072489,0,1653.63019366227,20.14332226122823
qwen25_3b,3.09,cnn_dailymail,templated,vllm_apc_shadowkv_plus,11.310336338508687,11.310336338508687,11.310336338508687,88.41470050676266,0,1737.999590002852,17.94259770318937
