gpu,model,model_params_B,dataset,mode,seed,engine,requests_seen,mean_latency_ms,wasted_compute_ms,gpu_tdp_w,estimated_gpu_energy_j,estimated_waste_energy_j,estimated_joules_per_request,calibration_source
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,oasst1,templated,123,shadow_kv_plus,64,78.1567,0.0,70,148.45,22.87,2.3195,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,samsum,templated,123,shadow_kv_plus,64,82.6423,0.0,70,164.04,24.35,2.5631,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ultrachat,templated,123,shadow_kv_plus,64,132.7139,0.0,70,252.13,31.78,3.9395,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,xsum,templated,123,shadow_kv_plus,64,136.7114,0.0,70,264.5,32.07,4.1328,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ag_news,templated,42,shadow_kv_plus,64,49.3154,0.0,70,88.5,11.69,1.3829,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,alpaca_eval,templated,42,shadow_kv_plus,64,38.917,0.0,70,75.57,9.44,1.1809,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,banking77,templated,42,shadow_kv_plus,64,37.7069,0.0,70,75.68,11.5,1.1825,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,cnn_dailymail,templated,42,shadow_kv_plus,64,162.208,0.0,70,308.49,47.13,4.8202,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,daily_dialog,templated,42,shadow_kv_plus,64,54.6569,0.0,70,110.17,16.63,1.7214,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,dolly,templated,42,shadow_kv_plus,64,62.1651,0.0,70,114.0,13.74,1.7813,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,oasst1,templated,42,shadow_kv_plus,64,63.2302,0.0,70,119.17,17.8,1.862,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,samsum,templated,42,shadow_kv_plus,64,82.1241,0.0,70,168.26,24.68,2.629,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ultrachat,templated,42,shadow_kv_plus,64,130.4403,0.0,70,265.41,39.52,4.1471,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,xsum,templated,42,shadow_kv_plus,64,135.4571,0.0,70,255.81,38.7,3.9971,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ag_news,templated,456,shadow_kv_plus,64,50.973,0.0,70,104.26,15.68,1.6291,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,alpaca_eval,templated,456,shadow_kv_plus,64,49.4205,0.0,70,97.34,12.46,1.5209,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,banking77,templated,456,shadow_kv_plus,64,51.4841,0.0,70,94.74,14.94,1.4803,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,cnn_dailymail,templated,456,shadow_kv_plus,64,159.1469,0.0,70,311.09,38.83,4.8608,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,daily_dialog,templated,456,shadow_kv_plus,64,59.9976,0.0,70,107.35,13.7,1.6773,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,dolly,templated,456,shadow_kv_plus,64,51.7531,0.0,70,105.46,15.59,1.6479,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,oasst1,templated,456,shadow_kv_plus,64,65.3552,0.0,70,132.45,20.58,2.0695,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,samsum,templated,456,shadow_kv_plus,64,77.0408,0.0,70,146.92,19.43,2.2957,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ultrachat,templated,456,shadow_kv_plus,64,134.1301,0.0,70,243.8,30.29,3.8093,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,xsum,templated,456,shadow_kv_plus,64,129.3944,0.0,70,262.48,39.77,4.1012,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ag_news,templated,789,shadow_kv_plus,64,51.6939,0.0,70,94.57,13.51,1.4777,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,alpaca_eval,templated,789,shadow_kv_plus,64,39.7878,0.0,70,80.66,11.92,1.2603,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,banking77,templated,789,shadow_kv_plus,64,38.1451,0.0,70,68.13,8.99,1.0646,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,cnn_dailymail,templated,789,shadow_kv_plus,64,160.9888,0.0,70,292.26,44.98,4.5665,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,daily_dialog,templated,789,shadow_kv_plus,64,57.3542,0.0,70,111.67,16.58,1.7449,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,dolly,templated,789,shadow_kv_plus,64,62.2654,0.0,70,121.78,17.26,1.9028,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,oasst1,templated,789,shadow_kv_plus,64,64.2837,0.0,70,117.14,13.59,1.8302,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,samsum,templated,789,shadow_kv_plus,64,79.4084,0.0,70,142.03,16.41,2.2193,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ultrachat,templated,789,shadow_kv_plus,64,139.8857,0.0,70,278.76,38.72,4.3556,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,xsum,templated,789,shadow_kv_plus,64,136.1669,0.0,70,248.85,28.88,3.8883,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ag_news,templated,999,shadow_kv_plus,64,51.018,0.0,70,104.6,14.92,1.6344,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,alpaca_eval,templated,999,shadow_kv_plus,64,50.2924,0.0,70,96.66,14.81,1.5103,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,banking77,templated,999,shadow_kv_plus,64,39.0062,0.0,70,79.38,12.49,1.2404,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,cnn_dailymail,templated,999,shadow_kv_plus,64,160.8219,0.0,70,306.16,42.14,4.7837,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,daily_dialog,templated,999,shadow_kv_plus,64,59.188,0.0,70,117.87,15.29,1.8417,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,dolly,templated,999,shadow_kv_plus,64,60.6619,0.0,70,121.58,17.35,1.8996,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,oasst1,templated,999,shadow_kv_plus,64,67.292,0.0,70,131.08,18.48,2.0482,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,samsum,templated,999,shadow_kv_plus,64,78.3391,0.0,70,153.16,24.4,2.3932,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,ultrachat,templated,999,shadow_kv_plus,64,135.6154,0.0,70,248.29,35.03,3.8796,estimated
t4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,xsum,templated,999,shadow_kv_plus,64,135.3749,0.0,70,254.57,33.41,3.9777,estimated
t4,google/gemma-2b-it,2.0,ag_news,raw,123,shadow_kv_plus,64,92.0728,0.0,70,238.73,28.31,3.7301,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,raw,123,shadow_kv_plus,64,66.3817,0.0,70,188.62,24.16,2.9471,estimated
t4,google/gemma-2b-it,2.0,banking77,raw,123,shadow_kv_plus,64,66.6535,0.0,70,186.86,25.57,2.9196,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,raw,123,shadow_kv_plus,64,341.7705,372.19,70,850.49,12.78,13.2889,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,raw,123,shadow_kv_plus,64,105.1705,0.0,70,304.06,39.79,4.7509,estimated
t4,google/gemma-2b-it,2.0,dolly,raw,123,shadow_kv_plus,64,110.5086,0.0,70,297.47,42.97,4.648,estimated
t4,google/gemma-2b-it,2.0,oasst1,raw,123,shadow_kv_plus,64,130.7906,0.0,70,390.79,60.22,6.106,estimated
t4,google/gemma-2b-it,2.0,samsum,raw,123,shadow_kv_plus,64,161.3285,268.75,70,375.05,9.23,5.8602,estimated
t4,google/gemma-2b-it,2.0,ultrachat,raw,123,shadow_kv_plus,64,285.5686,329.41,70,701.48,11.31,10.9606,estimated
t4,google/gemma-2b-it,2.0,xsum,raw,123,shadow_kv_plus,64,290.1569,73.66,70,704.52,2.53,11.0081,estimated
t4,google/gemma-2b-it,2.0,ag_news,raw,42,shadow_kv_plus,64,84.4521,0.0,70,236.42,36.6,3.694,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,raw,42,shadow_kv_plus,64,65.2159,0.0,70,176.89,28.32,2.7639,estimated
t4,google/gemma-2b-it,2.0,banking77,raw,42,shadow_kv_plus,64,66.9741,0.0,70,183.06,23.71,2.8603,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,raw,42,shadow_kv_plus,64,340.5887,78.88,70,764.23,2.71,11.941,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,raw,42,shadow_kv_plus,64,102.0438,0.0,70,301.65,46.91,4.7133,estimated
t4,google/gemma-2b-it,2.0,dolly,raw,42,shadow_kv_plus,64,101.7613,0.0,70,277.77,31.94,4.3401,estimated
t4,google/gemma-2b-it,2.0,oasst1,raw,42,shadow_kv_plus,64,110.8777,0.0,70,315.72,39.8,4.9332,estimated
t4,google/gemma-2b-it,2.0,samsum,raw,42,shadow_kv_plus,64,164.1357,232.91,70,416.71,8.0,6.5111,estimated
t4,google/gemma-2b-it,2.0,ultrachat,raw,42,shadow_kv_plus,64,283.5329,55.16,70,662.88,1.89,10.3576,estimated
t4,google/gemma-2b-it,2.0,xsum,raw,42,shadow_kv_plus,64,284.9872,77.68,70,707.01,2.67,11.047,estimated
t4,google/gemma-2b-it,2.0,ag_news,raw,456,shadow_kv_plus,64,85.9279,0.0,70,245.37,34.66,3.8339,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,raw,456,shadow_kv_plus,64,66.4863,0.0,70,189.75,22.24,2.9648,estimated
t4,google/gemma-2b-it,2.0,banking77,raw,456,shadow_kv_plus,64,65.7871,0.0,70,186.33,26.59,2.9114,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,raw,456,shadow_kv_plus,64,334.7308,106.21,70,783.92,3.65,12.2487,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,raw,456,shadow_kv_plus,64,117.1944,0.0,70,300.84,42.41,4.7006,estimated
t4,google/gemma-2b-it,2.0,dolly,raw,456,shadow_kv_plus,64,96.9808,0.0,70,255.25,36.87,3.9882,estimated
t4,google/gemma-2b-it,2.0,oasst1,raw,456,shadow_kv_plus,64,117.6357,0.0,70,304.51,45.81,4.758,estimated
t4,google/gemma-2b-it,2.0,samsum,raw,456,shadow_kv_plus,64,146.2128,183.28,70,342.84,6.29,5.3568,estimated
t4,google/gemma-2b-it,2.0,ultrachat,raw,456,shadow_kv_plus,64,288.2764,92.92,70,710.67,3.19,11.1042,estimated
t4,google/gemma-2b-it,2.0,xsum,raw,456,shadow_kv_plus,64,276.2869,209.54,70,640.9,7.2,10.0141,estimated
t4,google/gemma-2b-it,2.0,ag_news,raw,789,shadow_kv_plus,64,87.6023,0.0,70,250.42,39.42,3.9128,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,raw,789,shadow_kv_plus,64,66.7507,0.0,70,179.25,28.5,2.8007,estimated
t4,google/gemma-2b-it,2.0,banking77,raw,789,shadow_kv_plus,64,66.969,0.0,70,180.02,27.57,2.8128,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,raw,789,shadow_kv_plus,64,345.0486,296.07,70,811.7,10.17,12.6828,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,raw,789,shadow_kv_plus,64,109.0399,0.0,70,311.97,47.86,4.8745,estimated
t4,google/gemma-2b-it,2.0,dolly,raw,789,shadow_kv_plus,64,118.0757,0.0,70,321.52,45.27,5.0237,estimated
t4,google/gemma-2b-it,2.0,oasst1,raw,789,shadow_kv_plus,64,114.9787,0.0,70,290.49,37.04,4.5389,estimated
t4,google/gemma-2b-it,2.0,samsum,raw,789,shadow_kv_plus,64,161.1252,0.0,70,422.35,53.6,6.5992,estimated
t4,google/gemma-2b-it,2.0,ultrachat,raw,789,shadow_kv_plus,64,297.6125,92.78,70,676.53,3.19,10.5708,estimated
t4,google/gemma-2b-it,2.0,xsum,raw,789,shadow_kv_plus,64,283.9827,54.94,70,648.75,1.89,10.1367,estimated
t4,google/gemma-2b-it,2.0,ag_news,raw,999,shadow_kv_plus,64,86.3079,0.0,70,241.56,30.18,3.7743,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,raw,999,shadow_kv_plus,64,65.9809,0.0,70,190.34,27.75,2.974,estimated
t4,google/gemma-2b-it,2.0,banking77,raw,999,shadow_kv_plus,64,67.4263,0.0,70,181.02,21.85,2.8284,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,raw,999,shadow_kv_plus,64,343.0175,54.63,70,833.22,1.88,13.0191,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,raw,999,shadow_kv_plus,64,103.627,0.0,70,271.03,41.36,4.2348,estimated
t4,google/gemma-2b-it,2.0,dolly,raw,999,shadow_kv_plus,64,105.7717,122.84,70,251.64,4.22,3.9319,estimated
t4,google/gemma-2b-it,2.0,oasst1,raw,999,shadow_kv_plus,64,120.1742,0.0,70,345.72,49.57,5.4018,estimated
t4,google/gemma-2b-it,2.0,samsum,raw,999,shadow_kv_plus,64,150.7508,0.0,70,394.88,55.95,6.17,estimated
t4,google/gemma-2b-it,2.0,ultrachat,raw,999,shadow_kv_plus,64,287.8464,82.03,70,635.65,2.82,9.932,estimated
t4,google/gemma-2b-it,2.0,xsum,raw,999,shadow_kv_plus,64,289.2646,228.82,70,712.28,7.86,11.1293,estimated
t4,google/gemma-2b-it,2.0,ag_news,semantic,123,shadow_kv_plus,64,94.1061,0.0,70,264.26,40.81,4.1291,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,semantic,123,shadow_kv_plus,64,69.4621,0.0,70,192.4,23.87,3.0063,estimated
t4,google/gemma-2b-it,2.0,banking77,semantic,123,shadow_kv_plus,64,69.4012,0.0,70,185.36,21.24,2.8962,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,semantic,123,shadow_kv_plus,64,377.4051,0.0,70,975.13,140.2,15.2364,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,semantic,123,shadow_kv_plus,64,108.3505,0.0,70,282.14,35.26,4.4084,estimated
t4,google/gemma-2b-it,2.0,dolly,semantic,123,shadow_kv_plus,64,112.9343,0.0,70,296.72,36.83,4.6362,estimated
t4,google/gemma-2b-it,2.0,oasst1,semantic,123,shadow_kv_plus,64,134.7595,0.0,70,347.65,51.32,5.432,estimated
t4,google/gemma-2b-it,2.0,samsum,semantic,123,shadow_kv_plus,64,165.4305,0.0,70,418.99,48.52,6.5467,estimated
t4,google/gemma-2b-it,2.0,ultrachat,semantic,123,shadow_kv_plus,64,301.373,0.0,70,864.32,137.65,13.505,estimated
t4,google/gemma-2b-it,2.0,xsum,semantic,123,shadow_kv_plus,64,294.7765,0.0,70,852.5,108.4,13.3204,estimated
t4,google/gemma-2b-it,2.0,ag_news,semantic,42,shadow_kv_plus,64,86.9283,0.0,70,235.04,32.24,3.6725,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,semantic,42,shadow_kv_plus,64,68.6264,0.0,70,176.51,21.37,2.7579,estimated
t4,google/gemma-2b-it,2.0,banking77,semantic,42,shadow_kv_plus,64,69.7451,0.0,70,184.01,25.94,2.8752,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,semantic,42,shadow_kv_plus,64,386.4738,0.0,70,1092.66,165.89,17.0728,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,semantic,42,shadow_kv_plus,64,106.4429,0.0,70,298.1,33.83,4.6578,estimated
t4,google/gemma-2b-it,2.0,dolly,semantic,42,shadow_kv_plus,64,105.3216,0.0,70,282.57,36.66,4.4152,estimated
t4,google/gemma-2b-it,2.0,oasst1,semantic,42,shadow_kv_plus,64,116.0488,0.0,70,328.2,38.3,5.1281,estimated
t4,google/gemma-2b-it,2.0,samsum,semantic,42,shadow_kv_plus,64,166.7619,0.0,70,457.67,62.07,7.1511,estimated
t4,google/gemma-2b-it,2.0,ultrachat,semantic,42,shadow_kv_plus,64,295.7326,0.0,70,866.6,119.39,13.5406,estimated
t4,google/gemma-2b-it,2.0,xsum,semantic,42,shadow_kv_plus,64,318.767,0.0,70,913.01,128.51,14.2658,estimated
t4,google/gemma-2b-it,2.0,ag_news,semantic,456,shadow_kv_plus,64,88.8832,0.0,70,256.39,39.86,4.0061,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,semantic,456,shadow_kv_plus,64,71.1869,0.0,70,198.32,26.02,3.0987,estimated
t4,google/gemma-2b-it,2.0,banking77,semantic,456,shadow_kv_plus,64,69.7655,0.0,70,194.41,27.0,3.0376,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,semantic,456,shadow_kv_plus,64,375.2722,0.0,70,988.98,139.37,15.4528,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,semantic,456,shadow_kv_plus,64,119.8561,0.0,70,342.34,52.66,5.349,estimated
t4,google/gemma-2b-it,2.0,dolly,semantic,456,shadow_kv_plus,64,101.7183,0.0,70,261.35,37.55,4.0837,estimated
t4,google/gemma-2b-it,2.0,oasst1,semantic,456,shadow_kv_plus,64,122.5661,0.0,70,306.57,37.18,4.7901,estimated
t4,google/gemma-2b-it,2.0,samsum,semantic,456,shadow_kv_plus,64,149.4146,0.0,70,408.41,56.66,6.3814,estimated
t4,google/gemma-2b-it,2.0,ultrachat,semantic,456,shadow_kv_plus,64,302.9464,0.0,70,829.96,108.95,12.9681,estimated
t4,google/gemma-2b-it,2.0,xsum,semantic,456,shadow_kv_plus,64,300.0719,0.0,70,787.08,106.24,12.2981,estimated
t4,google/gemma-2b-it,2.0,ag_news,semantic,789,shadow_kv_plus,64,91.8423,0.0,70,257.96,34.12,4.0307,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,semantic,789,shadow_kv_plus,64,70.3895,0.0,70,199.62,29.29,3.1191,estimated
t4,google/gemma-2b-it,2.0,banking77,semantic,789,shadow_kv_plus,64,70.0386,0.0,70,205.52,30.0,3.2112,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,semantic,789,shadow_kv_plus,64,381.2317,0.0,70,1075.59,128.89,16.8061,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,semantic,789,shadow_kv_plus,64,112.5556,0.0,70,324.61,48.2,5.072,estimated
t4,google/gemma-2b-it,2.0,dolly,semantic,789,shadow_kv_plus,64,121.5691,0.0,70,328.69,43.24,5.1358,estimated
t4,google/gemma-2b-it,2.0,oasst1,semantic,789,shadow_kv_plus,64,117.979,0.0,70,342.22,45.57,5.3472,estimated
t4,google/gemma-2b-it,2.0,samsum,semantic,789,shadow_kv_plus,64,163.2201,0.0,70,460.17,56.3,7.1902,estimated
t4,google/gemma-2b-it,2.0,ultrachat,semantic,789,shadow_kv_plus,64,311.7386,0.0,70,888.77,135.65,13.8871,estimated
t4,google/gemma-2b-it,2.0,xsum,semantic,789,shadow_kv_plus,64,289.6038,0.0,70,827.13,111.4,12.9239,estimated
t4,google/gemma-2b-it,2.0,ag_news,semantic,999,shadow_kv_plus,64,89.8922,0.0,70,234.13,33.02,3.6582,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,semantic,999,shadow_kv_plus,64,68.1894,0.0,70,196.75,29.51,3.0743,estimated
t4,google/gemma-2b-it,2.0,banking77,semantic,999,shadow_kv_plus,64,70.3096,0.0,70,194.11,24.48,3.033,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,semantic,999,shadow_kv_plus,64,385.486,0.0,70,1086.04,145.18,16.9694,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,semantic,999,shadow_kv_plus,64,106.926,0.0,70,312.94,46.93,4.8897,estimated
t4,google/gemma-2b-it,2.0,dolly,semantic,999,shadow_kv_plus,64,109.5572,0.0,70,323.16,46.42,5.0494,estimated
t4,google/gemma-2b-it,2.0,oasst1,semantic,999,shadow_kv_plus,64,121.9518,0.0,70,347.36,45.95,5.4275,estimated
t4,google/gemma-2b-it,2.0,samsum,semantic,999,shadow_kv_plus,64,155.3459,0.0,70,419.6,53.9,6.5562,estimated
t4,google/gemma-2b-it,2.0,ultrachat,semantic,999,shadow_kv_plus,64,301.1472,0.0,70,882.25,130.3,13.7852,estimated
t4,google/gemma-2b-it,2.0,xsum,semantic,999,shadow_kv_plus,64,318.9798,0.0,70,888.93,110.24,13.8896,estimated
t4,google/gemma-2b-it,2.0,ag_news,templated,123,shadow_kv_plus,64,95.1676,0.0,70,254.15,40.74,3.9711,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,templated,123,shadow_kv_plus,64,71.6369,0.0,70,194.23,28.99,3.0348,estimated
t4,google/gemma-2b-it,2.0,banking77,templated,123,shadow_kv_plus,64,69.5938,0.0,70,189.78,23.88,2.9653,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,templated,123,shadow_kv_plus,64,344.5414,0.0,70,1024.22,162.96,16.0034,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,templated,123,shadow_kv_plus,64,108.55,0.0,70,307.79,39.28,4.8092,estimated
t4,google/gemma-2b-it,2.0,dolly,templated,123,shadow_kv_plus,64,113.4407,0.0,70,301.5,36.09,4.711,estimated
t4,google/gemma-2b-it,2.0,oasst1,templated,123,shadow_kv_plus,64,134.3273,0.0,70,353.75,48.92,5.5273,estimated
t4,google/gemma-2b-it,2.0,samsum,templated,123,shadow_kv_plus,64,164.9707,0.0,70,457.79,61.44,7.153,estimated
t4,google/gemma-2b-it,2.0,ultrachat,templated,123,shadow_kv_plus,64,291.2974,0.0,70,801.36,127.43,12.5212,estimated
t4,google/gemma-2b-it,2.0,xsum,templated,123,shadow_kv_plus,64,296.0271,0.0,70,810.84,123.88,12.6693,estimated
t4,google/gemma-2b-it,2.0,ag_news,templated,42,shadow_kv_plus,64,88.0479,0.0,70,227.47,26.64,3.5542,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,templated,42,shadow_kv_plus,64,68.8485,0.0,70,189.89,26.68,2.967,estimated
t4,google/gemma-2b-it,2.0,banking77,templated,42,shadow_kv_plus,64,71.8934,0.0,70,188.86,24.99,2.9509,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,templated,42,shadow_kv_plus,64,345.1516,0.0,70,1011.3,139.71,15.8016,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,templated,42,shadow_kv_plus,64,106.6663,0.0,70,284.06,42.4,4.4384,estimated
t4,google/gemma-2b-it,2.0,dolly,templated,42,shadow_kv_plus,64,105.9791,0.0,70,274.43,40.54,4.2879,estimated
t4,google/gemma-2b-it,2.0,oasst1,templated,42,shadow_kv_plus,64,116.8446,0.0,70,343.32,52.26,5.3644,estimated
t4,google/gemma-2b-it,2.0,samsum,templated,42,shadow_kv_plus,64,166.52,0.0,70,467.97,62.4,7.312,estimated
t4,google/gemma-2b-it,2.0,ultrachat,templated,42,shadow_kv_plus,64,288.3599,0.0,70,739.2,99.11,11.5501,estimated
t4,google/gemma-2b-it,2.0,xsum,templated,42,shadow_kv_plus,64,289.5834,0.0,70,790.67,113.4,12.3543,estimated
t4,google/gemma-2b-it,2.0,ag_news,templated,456,shadow_kv_plus,64,91.0324,0.0,70,238.98,28.68,3.7341,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,templated,456,shadow_kv_plus,64,69.1677,0.0,70,188.49,25.09,2.9451,estimated
t4,google/gemma-2b-it,2.0,banking77,templated,456,shadow_kv_plus,64,69.0827,0.0,70,193.84,30.54,3.0287,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,templated,456,shadow_kv_plus,64,339.9699,0.0,70,868.81,100.6,13.5752,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,templated,456,shadow_kv_plus,64,121.3231,0.0,70,346.46,40.81,5.4134,estimated
t4,google/gemma-2b-it,2.0,dolly,templated,456,shadow_kv_plus,64,100.9629,0.0,70,274.89,39.03,4.2951,estimated
t4,google/gemma-2b-it,2.0,oasst1,templated,456,shadow_kv_plus,64,121.4663,0.0,70,332.24,48.79,5.1912,estimated
t4,google/gemma-2b-it,2.0,samsum,templated,456,shadow_kv_plus,64,149.7113,0.0,70,393.83,55.09,6.1536,estimated
t4,google/gemma-2b-it,2.0,ultrachat,templated,456,shadow_kv_plus,64,293.1078,0.0,70,759.47,91.16,11.8668,estimated
t4,google/gemma-2b-it,2.0,xsum,templated,456,shadow_kv_plus,64,277.9959,0.0,70,723.94,88.14,11.3116,estimated
t4,google/gemma-2b-it,2.0,ag_news,templated,789,shadow_kv_plus,64,92.1158,0.0,70,264.08,30.56,4.1262,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,templated,789,shadow_kv_plus,64,69.1258,0.0,70,197.48,24.39,3.0857,estimated
t4,google/gemma-2b-it,2.0,banking77,templated,789,shadow_kv_plus,64,72.2097,0.0,70,212.28,32.85,3.3169,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,templated,789,shadow_kv_plus,64,350.0308,0.0,70,970.17,131.31,15.1589,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,templated,789,shadow_kv_plus,64,112.3772,0.0,70,321.35,42.83,5.0211,estimated
t4,google/gemma-2b-it,2.0,dolly,templated,789,shadow_kv_plus,64,121.2855,0.0,70,328.77,45.04,5.1371,estimated
t4,google/gemma-2b-it,2.0,oasst1,templated,789,shadow_kv_plus,64,120.0739,0.0,70,317.1,41.86,4.9546,estimated
t4,google/gemma-2b-it,2.0,samsum,templated,789,shadow_kv_plus,64,163.9228,0.0,70,471.22,62.79,7.3628,estimated
t4,google/gemma-2b-it,2.0,ultrachat,templated,789,shadow_kv_plus,64,302.5077,0.0,70,836.01,118.25,13.0627,estimated
t4,google/gemma-2b-it,2.0,xsum,templated,789,shadow_kv_plus,64,288.8357,0.0,70,837.23,119.71,13.0817,estimated
t4,google/gemma-2b-it,2.0,ag_news,templated,999,shadow_kv_plus,64,91.1702,0.0,70,251.6,33.05,3.9312,estimated
t4,google/gemma-2b-it,2.0,alpaca_eval,templated,999,shadow_kv_plus,64,68.5925,0.0,70,187.17,21.39,2.9246,estimated
t4,google/gemma-2b-it,2.0,banking77,templated,999,shadow_kv_plus,64,72.2435,0.0,70,207.07,24.65,3.2354,estimated
t4,google/gemma-2b-it,2.0,cnn_dailymail,templated,999,shadow_kv_plus,64,346.9054,0.0,70,927.0,142.39,14.4845,estimated
t4,google/gemma-2b-it,2.0,daily_dialog,templated,999,shadow_kv_plus,64,106.8585,0.0,70,286.06,45.77,4.4697,estimated
t4,google/gemma-2b-it,2.0,dolly,templated,999,shadow_kv_plus,64,109.4903,0.0,70,317.18,42.97,4.9559,estimated
t4,google/gemma-2b-it,2.0,oasst1,templated,999,shadow_kv_plus,64,124.4899,0.0,70,320.9,46.7,5.0141,estimated
